"peak_number","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","mass_list_name","mass_list_match"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc004_2",1871532.06235288,8.9,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc007_1",809699.15169133,9.1,"1","sc007","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc007_2",825691.214608316,8.6,"2","sc007","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc020_1",1189865.31209213,8.6,"1","sc020","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc020_2",1133549.86067663,8.6,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc023_1",400555.237221839,7.2,"1","sc023","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc023_2",381460.683415928,5.5,"2","sc023","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc15_1",370112.62865267,8.3,"1","sc15","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc15_2",369211.188410417,8.3,"2","sc15","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc16_1",669641.826996539,7.7,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
4919,"(+)-Taxifolin","C15 H12 O7","No match","Invalid mass","Full match",3.09,304.05924,305.06652,7.005,1871532.06235288,3,89.1,9.5,"DDA for preferred ion","[M+H]+1","sc16_2",634764.389775766,7.7,"2","sc16","kps_pharmaceuticals_oct22","Single match found"
3529,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10196,14.005,2700607.39017756,3,81.1,50.7,"DDA for preferred ion","[M+H]+1","sc007_1",2700607.39017756,5.7,"1","sc007","kps_psychoactive_substances_v2","Multiple matches found"
3529,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10196,14.005,2700607.39017756,3,81.1,50.7,"DDA for preferred ion","[M+H]+1","sc007_1",2700607.39017756,5.7,"1","sc007","kps_pharmaceuticals_oct22","Multiple matches found"
3529,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10196,14.005,2700607.39017756,3,81.1,50.7,"DDA for preferred ion","[M+H]+1","sc007_1",2700607.39017756,5.7,"1","sc007","itn_kps","Single match found"
4321,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10196,12.443,2186841.64749828,3,82.7,51.7,"DDA for preferred ion","[M+H]+1","sc007_1",2186841.64749828,6.7,"1","sc007","kps_psychoactive_substances_v2","Multiple matches found"
4321,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10196,12.443,2186841.64749828,3,82.7,51.7,"DDA for preferred ion","[M+H]+1","sc007_1",2186841.64749828,6.7,"1","sc007","kps_pharmaceuticals_oct22","Multiple matches found"
4321,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10196,12.443,2186841.64749828,3,82.7,51.7,"DDA for preferred ion","[M+H]+1","sc007_1",2186841.64749828,6.7,"1","sc007","itn_kps","Single match found"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10197,2.217,4450756.12295063,3,91.6,61.7,"DDA for preferred ion","[M+H]+1","sc009_1",4216760.08550982,5.7,"1","sc009","kps_psychoactive_substances_v2","Multiple matches found"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10197,2.217,4450756.12295063,3,91.6,61.7,"DDA for preferred ion","[M+H]+1","sc009_1",4216760.08550982,5.7,"1","sc009","kps_pharmaceuticals_oct22","Multiple matches found"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10197,2.217,4450756.12295063,3,91.6,61.7,"DDA for preferred ion","[M+H]+1","sc009_1",4216760.08550982,5.7,"1","sc009","itn_kps","Single match found"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10197,2.217,4450756.12295063,3,91.6,61.7,"DDA for preferred ion","[M+H]+1","sc009_2",4450756.12295063,5.7,"2","sc009","kps_psychoactive_substances_v2","Multiple matches found"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10197,2.217,4450756.12295063,3,91.6,61.7,"DDA for preferred ion","[M+H]+1","sc009_2",4450756.12295063,5.7,"2","sc009","kps_pharmaceuticals_oct22","Multiple matches found"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10197,2.217,4450756.12295063,3,91.6,61.7,"DDA for preferred ion","[M+H]+1","sc009_2",4450756.12295063,5.7,"2","sc009","itn_kps","Single match found"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10197,2.217,4450756.12295063,3,91.6,61.7,"DDA for preferred ion","[M+H]+1","sc014_2",2854980.66148447,5.1,"2","sc014","kps_psychoactive_substances_v2","Multiple matches found"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10197,2.217,4450756.12295063,3,91.6,61.7,"DDA for preferred ion","[M+H]+1","sc014_2",2854980.66148447,5.1,"2","sc014","kps_pharmaceuticals_oct22","Multiple matches found"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.32,179.09469,180.10197,2.217,4450756.12295063,3,91.6,61.7,"DDA for preferred ion","[M+H]+1","sc014_2",2854980.66148447,5.1,"2","sc014","itn_kps","Single match found"
4652,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.31,179.09468,180.10196,8.403,2018088.84605796,2,90,56.1,"DDA for preferred ion","[M+H]+1","sc014_1",2018088.84605796,5.1,"1","sc014","kps_psychoactive_substances_v2","Multiple matches found"
4652,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.31,179.09468,180.10196,8.403,2018088.84605796,2,90,56.1,"DDA for preferred ion","[M+H]+1","sc014_1",2018088.84605796,5.1,"1","sc014","kps_pharmaceuticals_oct22","Multiple matches found"
4652,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.31,179.09468,180.10196,8.403,2018088.84605796,2,90,56.1,"DDA for preferred ion","[M+H]+1","sc014_1",2018088.84605796,5.1,"1","sc014","itn_kps","Single match found"
4652,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.31,179.09468,180.10196,8.403,2018088.84605796,2,90,56.1,"DDA for preferred ion","[M+H]+1","sc014_2",1749549.28705123,8.4,"2","sc014","kps_psychoactive_substances_v2","Multiple matches found"
4652,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.31,179.09468,180.10196,8.403,2018088.84605796,2,90,56.1,"DDA for preferred ion","[M+H]+1","sc014_2",1749549.28705123,8.4,"2","sc014","kps_pharmaceuticals_oct22","Multiple matches found"
4652,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.31,179.09468,180.10196,8.403,2018088.84605796,2,90,56.1,"DDA for preferred ion","[M+H]+1","sc014_2",1749549.28705123,8.4,"2","sc014","itn_kps","Single match found"
1163,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.36,179.09469,180.10197,4.416,7627839.5951919,2,70,44.2,"DDA for preferred ion","[M+H]+1","sc15_2",6389527.6833987,5.1,"2","sc15","kps_psychoactive_substances_v2","Multiple matches found"
1163,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.36,179.09469,180.10197,4.416,7627839.5951919,2,70,44.2,"DDA for preferred ion","[M+H]+1","sc15_2",6389527.6833987,5.1,"2","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
1163,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.36,179.09469,180.10197,4.416,7627839.5951919,2,70,44.2,"DDA for preferred ion","[M+H]+1","sc15_2",6389527.6833987,5.1,"2","sc15","itn_kps","Single match found"
4652,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.31,179.09468,180.10196,8.403,2018088.84605796,2,90,56.1,"DDA for preferred ion","[M+H]+1","sc15_1",1114632.86115261,5.9,"1","sc15","kps_psychoactive_substances_v2","Multiple matches found"
4652,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.31,179.09468,180.10196,8.403,2018088.84605796,2,90,56.1,"DDA for preferred ion","[M+H]+1","sc15_1",1114632.86115261,5.9,"1","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
4652,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.31,179.09468,180.10196,8.403,2018088.84605796,2,90,56.1,"DDA for preferred ion","[M+H]+1","sc15_1",1114632.86115261,5.9,"1","sc15","itn_kps","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",2783923.57763158,6.2,"1","sc003","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",2783923.57763158,6.2,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",2783923.57763158,6.2,"1","sc003","itn_cyp_metabolites","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",2406090.53146772,7.8,"2","sc003","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",2406090.53146772,7.8,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",2406090.53146772,7.8,"2","sc003","itn_cyp_metabolites","Single match found"
2222,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",2252300.57544968,5.7,"1","sc003","kps_psychoactive_substances_v2","Single match found"
2222,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",2252300.57544968,5.7,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
2222,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",2252300.57544968,5.7,"1","sc003","itn_cyp_metabolites","Single match found"
2222,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",2056277.85780557,6.2,"2","sc003","kps_psychoactive_substances_v2","Single match found"
2222,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",2056277.85780557,6.2,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
2222,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",2056277.85780557,6.2,"2","sc003","itn_cyp_metabolites","Single match found"
3151,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",-0.5,163.06325,164.07064,10.565,3031195.0121881,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",777219.544730098,5.9,"1","sc003","kps_psychoactive_substances_v2","Single match found"
3151,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",-0.5,163.06325,164.07064,10.565,3031195.0121881,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",777219.544730098,5.9,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
3151,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",-0.5,163.06325,164.07064,10.565,3031195.0121881,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",777219.544730098,5.9,"1","sc003","itn_cyp_metabolites","Single match found"
3336,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.24,163.06337,164.07065,10.713,2857343.23445736,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",732441.759697688,5.9,"2","sc003","kps_psychoactive_substances_v2","Single match found"
3336,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.24,163.06337,164.07065,10.713,2857343.23445736,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",732441.759697688,5.9,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
3336,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.24,163.06337,164.07065,10.713,2857343.23445736,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",732441.759697688,5.9,"2","sc003","itn_cyp_metabolites","Single match found"
3700,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.19,163.06336,164.07064,12.046,2584883.96012489,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",1089937.50017573,5.9,"1","sc003","kps_psychoactive_substances_v2","Single match found"
3700,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.19,163.06336,164.07064,12.046,2584883.96012489,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",1089937.50017573,5.9,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
3700,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.19,163.06336,164.07064,12.046,2584883.96012489,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",1089937.50017573,5.9,"1","sc003","itn_cyp_metabolites","Single match found"
4079,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.13,163.06335,164.07063,11.916,2327276.56372743,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",1007226.29931176,5.9,"1","sc003","kps_psychoactive_substances_v2","Single match found"
4079,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.13,163.06335,164.07063,11.916,2327276.56372743,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",1007226.29931176,5.9,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
4079,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.13,163.06335,164.07063,11.916,2327276.56372743,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",1007226.29931176,5.9,"1","sc003","itn_cyp_metabolites","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_1",2757537.54296586,7.3,"1","sc004","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_1",2757537.54296586,7.3,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_1",2757537.54296586,7.3,"1","sc004","itn_cyp_metabolites","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_2",2803737.31941078,8.9,"2","sc004","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_2",2803737.31941078,8.9,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_2",2803737.31941078,8.9,"2","sc004","itn_cyp_metabolites","Single match found"
2222,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_1",2444001.04644259,5.1,"1","sc004","kps_psychoactive_substances_v2","Single match found"
2222,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_1",2444001.04644259,5.1,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
