"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","palapye wwtp surface water","kasane wwtp (main) surface water","kasane wwtp (overflow) surface water","maun wwtp (main) waste water","maun wwtp (overflow) surface water","palapye wwtp (eff) waste water","francistown wwtp surface water","ghanzi wwtp surface water","glen valley (reclamation) surface water","glen valley (recreational) surface water","kasane (recreational) surface water","maun beach (before) surface water","maun beach (after) surface water","lecheng stream surface water","lecheng spring surface water","lotsane dam surface water","kasane (main) surface water","mogobane dam surface water","maru-a-pula surface water"
2337,"1-Methylcytosine","C5 H7 N3 O",1.06,125.05904,126.06632,4.154,"kps_pharmaceuticals_oct22",4106727.83892645,NA,NA,NA,1020954.75614572,3276657.45610503,NA,1257386.48581186,3249147.13584472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6089,"1-Naphthaleneacetic acid","C12 H10 O2",0.36,186.06815,187.07542,18.805,"kps_pharmaceuticals_oct22",1377403.13292499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6374,"1-Naphthol","C10 H8 O",0.56,144.0576,145.06487,17.613,"mz_cloud",1277925.66259654,NA,NA,NA,NA,1081239.6934947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4637,"1-Phenylacetone","C9 H10 O",0.7,134.07326,135.08054,8.792,"kps_psychoactive_substances_v2",1689249.83024868,NA,NA,NA,NA,NA,NA,NA,2008691.33718946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5325,"1-Phenylhexahydropyridazine-3,6-dione","C10 H10 N2 O2",0.25,190.07428,191.08155,10.301,"mz_cloud",NA,506634.870921744,1007945.72658484,NA,NA,NA,1276027.74086949,NA,984445.202168045,1224797.11021229,NA,NA,NA,NA,NA,215290.921034458,NA,NA,NA
6094,"1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","C15 H18 N2 O3",0.51,274.13188,275.13912,7.141,"mz_cloud",NA,NA,1086942.83476479,1126388.91662445,1376167.70971424,NA,NA,402165.140677254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7210,"1-[5-(2-phenyleth-1-ynyl)-2-thienyl]ethan-1-one oxime","C14 H11 N O S",0.9,241.05635,242.06363,4.8,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960184.18195172,NA,NA,NA,NA,NA
724,"1-[5-Nitro-2-(1-pyrrolidinyl)benzyl]-1H-imidazole","C14 H16 N4 O2",-4.49,272.1261,295.11533,8.471,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11453471.508157,NA,NA
3220,"1-anthrylamine","C14 H11 N",0.24,193.0892,194.09647,13.863,"kps_pharmaceuticals_oct22",2970775.93227892,1491225.91456478,NA,NA,NA,2055660.90546826,821528.242105195,361089.980352329,1123247.48076133,1231863.21293762,NA,NA,NA,NA,NA,NA,NA,NA,NA
8196,"1-butyl-2-methyl-4-nitro-1H-imidazole","C8 H13 N3 O2",0.3,183.10083,184.10811,5.193,"mz_cloud",NA,NA,691150.68766241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"1-oleoylglycerol","C21 H40 O4",-0.09,356.29263,379.28184,21.633,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,17233452.844663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,"1-pentylindole","C13 H17 N",0.29,187.13615,188.14343,9.195,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,5288611.41870025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3660,"10b-methyl-1,5,6,10b-tetrahydroimidazo[2,1-a]isoquinolin-2(3H)-one","C12 H14 N2 O",-0.03,202.11061,203.11788,11.839,"mz_cloud",808668.035956198,NA,NA,NA,2607046.69942093,NA,NA,809728.230752534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1003,"11-piperidino-2,3-dihydro-1H-cyclopenta[4,5]pyrido[1,2-a]benzimidazole-4-carbonitrile","C20 H20 N4",-4.03,316.16752,317.1748,17.775,"mz_cloud",1179972.90816614,NA,NA,NA,NA,1110837.40972147,8640918.14709639,123570.107979546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8997,"12-Aminododecanoic acid","C12 H25 N O2",0.28,215.18859,216.19588,14.237,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434832.665795982,NA,NA,NA,NA
4271,"15-Crown-5","C10 H20 O5",0.66,220.13122,221.1385,9.48,"mz_cloud",2212330.64585385,NA,NA,NA,NA,668195.682004761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5121,"16-Heptadecyne-1,2,4-triol","C17 H32 O3",0.6,284.23532,307.22455,19.76,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747317.93744318,NA,NA,NA
6240,"16-Heptadecyne-1,2,4-triol","C17 H32 O3",0.62,284.23532,307.22455,19.672,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202375.36866188,NA,NA
801,"17-Methyltestosterone","C20 H30 O2",0.35,302.22469,303.23199,21.055,"kps_psychoactive_substances_v2",NA,990166.695408181,NA,3000565.40035638,612988.425529364,NA,3003300.37630767,356510.396907633,NA,1223989.59051506,NA,NA,816908.192937226,365024.934867239,7532480.89981767,10574285.7456997,NA,NA,NA
1259,"17-Methyltestosterone","C20 H30 O2",0.54,302.22474,303.23202,17.701,"kps_psychoactive_substances_v2",6826367.32736372,NA,NA,NA,NA,5635610.62597502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",46248625.2309241,15043917.5848183,1647234.28018501,3948865.29886509,1477112.67098876,26510070.7594852,27375619.2441031,4299369.64676526,17056686.6684942,5634229.47249029,NA,2339808.49325826,2499191.39262607,NA,NA,NA,692780.624353076,602992.707391248,NA
1197,"17beta-Trenbolone","C18 H22 O2",0.29,270.16206,271.16933,17.597,"kps_psychoactive_substances_v2",2256884.94734502,1302898.76439567,NA,NA,NA,2113939.52241485,NA,NA,2001937.26824841,1334198.33059972,NA,NA,NA,NA,NA,NA,NA,NA,NA
5593,"17beta-Trenbolone","C18 H22 O2",0.43,270.1621,271.16937,19.466,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524805.601774734,1392034.89686855,NA,NA,NA,NA,NA,NA
4619,"18-HETE","C20 H32 O3",0.21,320.23521,321.24249,18.064,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037466.48315435,NA,NA,NA,NA,NA,NA
2608,"19(R)-HETE","C20 H32 O3",0.31,320.23524,321.24252,17.439,"mz_cloud",2054125.63896844,NA,NA,NA,NA,1626512.27515886,2981864.74198926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",0.36,273.12267,274.12995,10.711,"mz_cloud",17392760.5035237,4567485.05145013,NA,7587270.28297765,8682700.35329942,14206354.8889362,8101861.93588303,4293762.39764095,12738399.1090697,9969568.90317352,NA,NA,NA,NA,NA,NA,NA,NA,NA
4380,"2',5'-Dideoxyuridine","C9 H12 N2 O4",0.32,212.07977,213.08702,7.936,"kps_pharmaceuticals_oct22",2157202.89591147,NA,NA,NA,NA,1818272.82988926,NA,NA,670469.017041923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",0.34,157.14672,158.15399,15.193,"mz_cloud",321976.968645719,2745509.52919006,NA,NA,NA,323496.48371406,1612757.73781322,1876532.98244495,1371499.7364367,1852028.82786291,NA,1464694.53631461,NA,1151010.88589834,NA,1057143.04253764,1750254.44945832,1927463.88279024,1757520.92798798
2814,"2,2,6,6-Tetramethyl-4-piperidinol","C9 H19 N O",0.41,157.14673,158.15401,1.851,"mz_cloud",NA,NA,NA,2497677.99262868,2407896.01535524,NA,1500382.82601849,NA,NA,3340032.43792568,NA,NA,NA,NA,NA,NA,NA,NA,1357005.78631125
5582,"2,2-Dithiobis(benzothiazole)","C14 H8 N2 S4",0.19,331.95709,332.9644,19.671,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510685.12629766
2798,"2,3-Dihydroxybenzoic acid","C7 H6 O4",0.47,154.02668,155.03396,9.591,"itn_kps",NA,NA,2057796.89812376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6978,"2,4,5-TRIMEO AMPHETAMINE","C12 H19 N O3",0.35,225.13657,226.14385,4.451,"kps_psychoactive_substances_v2",NA,NA,996547.784484857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2505,"2,4-Di-tert-butylphenol","C14 H22 O",0.03,206.16707,207.17435,18.368,"kps_psychoactive_substances_v2",NA,NA,NA,3152671.29663703,3845158.53886135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4496,"2,4-dihydroxyheptadec-16-en-1-yl acetate","C19 H36 O4",0.14,328.26141,329.26881,20.717,"mz_cloud",NA,NA,NA,NA,NA,2100233.71701322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7334,"2-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-5-(4-methylphenyl)-1,3,4-oxadiazole","C15 H16 N4 O",-4.45,268.13122,269.13849,11.64,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,970256.271969468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",0.31,193.12157,194.12885,5.007,"mz_cloud",NA,NA,NA,NA,NA,7119446.36339689,NA,NA,NA,1567630.46682833,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",0.21,193.12155,194.12883,1.554,"mz_cloud",889465.506717886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",0.29,193.12157,194.12884,4.349,"mz_cloud",NA,11667129.9794591,963733.206560448,NA,NA,NA,1868524.18607467,NA,NA,NA,3811113.87908375,4088046.36945335,3684831.76383414,NA,NA,NA,6162899.40950601,996811.056361426,13189347.2322107
7435,"2-(1H-benzimidazol-2-yl)-3-(1,3-benzodioxol-5-yl)acrylonitrile","C17 H11 N3 O2",-4.33,289.08387,290.09115,5.407,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831283.107443254,402104.510500327,NA,NA,NA,NA
812,"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","C19 H18 O6",-0.05,342.11032,343.11761,16.631,"mz_cloud",2079343.86738938,NA,NA,NA,NA,5560454.07425175,NA,NA,NA,NA,NA,NA,NA,10435712.6392484,570101.51450202,378981.206357992,NA,NA,NA
2137,"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","C17 H26 N2 O2",0.67,290.19962,291.2069,12.039,"mz_cloud",4463023.69922829,479382.606789316,NA,NA,NA,3291662.13957142,1084346.42464351,NA,1705219.40472093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6157,"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","C14 H22 N2 O4",0.23,282.15802,283.1653,9.344,"mz_cloud",NA,NA,NA,693788.275456597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102880.430470603,NA,NA,NA
6990,"2-(4-methyl-2,3,5,6,7,7a-hexahydro-1H-inden-5-yliden)hydrazine-1-carboxamide","C11 H17 N3 O",0.14,207.13719,208.14447,6.138,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030746.86072301
3380,"2-(5,6,7,8-tetrahydro[1,2,4]triazolo[4,3-a]pyrimidin-3-ylsulfanyl)-1-(2-thienyl)-1-ethanone","C11 H12 N4 O S2",-4.81,280.0439,281.05118,27.845,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,556292.631160821,NA,NA,NA,NA,NA,NA,NA,NA,174566.322015221
4854,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",0.47,252.17266,253.1799,14.4,"mz_cloud",963829.334781005,NA,NA,NA,NA,772137.263634763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3526,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",0.3,252.17262,253.17989,18.374,"mz_cloud",NA,NA,NA,722208.077108224,1858454.50133073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4550,"2-(Cyclohexylmethylidene)-1,2,3,4-tetrahydronaphthalen-1-one","C17 H20 O",0.51,240.15154,241.15881,18.393,"mz_cloud",NA,1768710.54813927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4982,"2-(Dimethylamino)thiazole-5-carboxaldehyde","C6 H8 N2 O S",0.36,156.03579,157.04307,8.253,"mz_cloud",NA,NA,874139.126846493,1541592.62615421,1842804.62809615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9280,"2-(morpholinomethyl)quinazolin-4-ol","C13 H15 N3 O2",-2.58,245.11579,246.12307,16.12,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330575.898953379,NA,NA,NA,NA,NA
4446,"2-({2-[(3-methyl-5-cinnolinyl)amino]-2-oxoethyl}sulfanyl)acetic acid","C13 H13 N3 O3 S",0.72,291.06797,292.07525,8.19,"mz_cloud",NA,274809.373342672,NA,NA,NA,NA,2129441.24413368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6342,"2-Acetylphenyl 4-methylbenzenesulfonate","C15 H14 O4 S",0.8,290.06151,291.06879,1.251,"kps_psychoactive_substances_v2",839418.25668021,NA,NA,NA,NA,904085.21798893,1288423.84715099,NA,NA,NA,470175.754174301,NA,NA,NA,NA,228621.260754574,NA,NA,NA
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",0.13,195.13719,196.14446,1.505,"mz_cloud",1202801.8148665,1176239.24698461,2750981.56896527,4200974.57445955,NA,1086821.47361765,1799698.00349969,1019189.96273531,919620.330015736,NA,794617.579999901,460795.823490676,1588320.49638708,NA,NA,NA,676568.741846397,NA,674999.491839842
4204,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",0.09,195.13718,196.14446,1.3,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,2111290.36133935,NA,NA,NA,NA,NA,NA,NA,349850.477978691,NA
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",0.41,181.04229,182.04957,6.235,"mz_cloud",8651575.80373067,4556137.80710267,2074262.51167666,446562.341969943,972976.060606775,6086376.0361493,13753861.104708,1638161.48087943,876060.0097023,NA,NA,NA,955521.229406582,NA,NA,332897.572217444,NA,NA,624582.345839133
8492,"2-Aminobenzothiazole","C7 H6 N2 S",0.5,150.02524,151.03252,14.237,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531512.904793727
1277,"2-Aminophenol","C6 H7 N O",1.52,109.05293,110.06021,1.777,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,7016597.22657559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5575,"2-Aminophenol","C6 H7 N O",1.52,109.05293,110.06021,5.262,"kps_pharmaceuticals_oct22",NA,NA,812818.697622665,NA,606261.299881479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4390,"2-Aminophenol","C6 H7 N O",1.47,109.05292,110.0602,4.304,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2151121.48016954,NA,NA,NA,NA,NA,NA
2644,"2-Anisidine","C7 H9 N O",1.13,123.06855,124.07583,1.509,"mz_cloud",NA,NA,2014272.66125926,NA,3633639.70802819,NA,NA,NA,NA,2556253.00075186,NA,NA,NA,NA,NA,NA,NA,NA,NA
2064,"2-Arachidonoyl glycerol","C23 H38 O4",-0.24,378.27692,379.2842,19.785,"mz_cloud",NA,NA,NA,NA,NA,4327591.99616079,3915746.39433937,NA,1504549.30342089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",0.36,221.10527,222.11255,12.001,"kps_psychoactive_substances_v2",3045252.72749365,2326864.40585074,1697475.37572127,92267252.1800245,101384902.219457,3957362.42723324,NA,11635707.3701493,4874513.02063941,37332418.1172929,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2-Ethylmethcathinone","C12 H17 N O",0.2,191.13105,192.13833,14.641,"kps_psychoactive_substances_v2",NA,24379562.9495139,146378034.070024,24909068.6083035,16680833.1062175,6497560.60000349,22542380.9931539,10462988.3358551,4249213.73125281,13774538.0994998,10246901.0824582,85969310.2795385,11518554.0396183,NA,NA,NA,16670120.6475039,5317420.25180239,1142360.55346488
146,"2-Hydroxyatrazine","C8 H15 N5 O",0.17,197.12769,198.13497,8.371,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,40390554.65481,814528.612020086,2492653.21273641,NA,NA,NA,NA,NA,NA,NA,NA,NA
7205,"2-Hydroxybenzothiazole","C7 H5 N O S",0.49,151.00926,152.01653,11.794,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991901.5722108,NA,939458.967809923
6053,"2-Hydroxybenzothiazole","C7 H5 N O S",0.46,151.00925,152.01653,9.097,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,513608.396216108,NA,NA,NA,NA,NA,NA,NA,NA,NA
6741,"2-Hydroxytryptophan","C11 H12 N2 O3",0.47,220.0849,221.09217,5.45,"kps_pharmaceuticals_oct22",NA,NA,867042.595960549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332635.609091147,NA,NA,NA,NA
1372,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",0.63,152.09506,153.10231,5.781,"mz_cloud",6581695.83653823,NA,NA,NA,2689197.64345655,4824654.51843068,NA,1181138.54690692,752273.440570996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3283,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",0.46,152.09503,153.10231,6.663,"mz_cloud",NA,2908304.61191449,1376885.28912541,1958682.73271216,NA,NA,NA,NA,NA,2581428.20952825,NA,NA,NA,NA,NA,NA,NA,NA,NA
6853,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",0.6,152.09505,153.10233,9.427,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111632.71994742,NA,NA,NA,NA,NA,NA
4801,"2-Mercaptopyridine","C5 H5 N S",1.46,111.01443,112.02171,5.583,"kps_pharmaceuticals_oct22",NA,NA,518749.245850288,1668854.21501012,1166364.28638031,NA,NA,NA,399942.076609684,1020716.3876506,NA,NA,NA,NA,NA,NA,NA,NA,NA
3576,"2-Methoxy-N-{[(2R,4S,5S)-5-(4-morpholinylmethyl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}acetamide","C16 H29 N3 O3",0.42,311.22102,312.2283,8.755,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2667183.95228775,NA,NA,NA
3348,"2-Methoxyphenol","C7 H8 O2",0.98,124.05255,125.05983,7.355,"kps_pharmaceuticals_oct22",NA,NA,2844055.57172098,NA,NA,NA,NA,NA,NA,NA,NA,NA,2431660.75657583,NA,NA,NA,NA,NA,NA
6073,"2-Methylcyclohexan-1,3-dione","C7 H10 O2",0.65,126.06816,127.07544,7.453,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219592.59575347,NA,NA,NA,NA,NA,NA
5461,"2-Naphthylamine","C10 H9 N",0.71,143.0736,144.08088,11.77,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,1617606.22223717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9740,"2-Oxobutyric acid","C4 H6 O3",1.8,102.03188,103.03915,20.481,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117973.970022194,NA,NA
3981,"2-Oxobutyric acid","C4 H6 O3",1.87,102.03188,103.03916,20.024,"kps_pharmaceuticals_oct22",NA,NA,NA,2335405.83989388,1713666.83003072,NA,NA,NA,2122503.01006439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6781,"2-Phenoxyethanol","C8 H10 O2",0.58,138.06816,139.07545,5.783,"kps_pharmaceuticals_oct22",NA,NA,1138368.56937859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4060,"2-Quinolinecarboxylic acid","C10 H7 N O2",0.33,173.04774,174.05501,11.544,"kps_pharmaceuticals_oct22",1659792.10424967,NA,NA,NA,NA,1083549.72068073,2342945.98482718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,"2-Quinolinecarboxylic acid","C10 H7 N O2",-4.6,173.04688,174.05416,14.424,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,6847956.45138597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,"2-Quinolinecarboxylic acid","C10 H7 N O2",0.31,173.04773,174.05501,8.253,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,497122.821329221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",-3.11,410.2669,433.25612,20.091,"mz_cloud",NA,11907279.412358,NA,2652415.13495051,NA,11572085.4313839,16879784.7017606,NA,NA,8435704.06301698,NA,NA,NA,NA,NA,NA,NA,NA,NA
2465,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-benzimidazole-5-carbonitrile","C16 H18 N4",-4.75,266.15188,267.15916,16.425,"mz_cloud",3435879.96544011,NA,NA,NA,NA,3255921.70762831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3416,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-benzimidazole-5-carbonitrile","C16 H18 N4",-4.69,266.1519,267.15917,12.39,"mz_cloud",NA,NA,NA,NA,NA,NA,2784721.15596233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9128,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-imidazo[4,5-b]pyridine","C14 H18 N4",-4.96,242.15194,243.15919,18.13,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,184951.957254867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8170,"2-[2-(2-furyl)vinyl]-4H-3,1-benzoxazin-4-one","C14 H9 N O3",0.54,239.05837,240.06565,16.724,"mz_cloud",NA,710886.250165776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5607,"2-[2-(2-furyl)vinyl]-4H-3,1-benzoxazin-4-one","C14 H9 N O3",4.38,239.05929,240.06657,4.998,"mz_cloud",NA,NA,NA,980622.806083496,1554347.29935485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",-4.48,384.12791,385.13519,20.046,"mz_cloud",NA,693728.205307895,NA,1005903.50214097,NA,578697.528150628,NA,1177323.638345,2384472.93700084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9554,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",-4.41,384.12794,385.13522,20.693,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250922.892364357,NA,NA,NA,NA,NA,NA
717,"2-benzylideneheptanal","C14 H18 O",0.08,202.13578,203.14305,14.011,"kps_pharmaceuticals_oct22",3715811.83885596,NA,NA,NA,NA,4985958.15248152,7307255.18538849,1654975.46469249,11505321.0026365,6252777.8172049,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"2-benzylideneheptanal","C14 H18 O",0.28,202.13582,220.16965,7.189,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,59636599.6969682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",NA,1081526.64947342,4967694.85496531,NA,NA,NA,452114.065417126,195983.005474356,NA,NA,1795813.77106648,1702007.10288363,3641528.55660845,435253.128736347,1445868.62630652,815216.478311178,1867406.63446979,450588.548429112,1561587.27482782
9474,"2-oxo-3-pentenoic acid","C5 H6 O3",0.87,114.03179,115.03913,1.277,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288690.939159974,NA,NA,NA,NA,NA,159046.986990287,NA,NA
2646,"2-piperidinobenzoic acid","C12 H15 N O2",0.07,205.11029,206.11757,10.194,"mz_cloud",NA,NA,NA,NA,NA,1927169.81056906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9134,"2-piperidinobenzoic acid","C12 H15 N O2",0.22,205.11032,206.1176,5.345,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415003.217731588,NA,NA,NA
1748,"2-piperidinobenzoic acid","C12 H15 N O2",0.07,205.11029,206.11757,4.087,"mz_cloud",NA,NA,5308298.18774305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3072,"2-piperidinobenzoic acid","C12 H15 N O2",0.02,205.11028,206.11756,5.835,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403607.578403326,NA,NA,NA,NA,NA,NA
5646,"2-thiophenebutyric acid","C8 H10 O2 S",0.37,170.04021,171.04749,9.759,"kps_pharmaceuticals_oct22",1075592.75221447,NA,NA,NA,NA,NA,1375496.96362628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
