"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","feedpump","newdry","olddry","centrin","digesterC","digesterA","digesterB","digesterD"
166,"Oleic acid","C18 H34 O2",0.03,282.25589,283.26316,22.318,"kps_pharmaceuticals_oct22",267748524.260242,62365316.4916533,98545489.7947419,124350485.393361,100736550.804075,10428110.247818,11567904.8121329,163253640.672475
880,"Oleoyl ethanolamide","C20 H39 N O2",0.68,325.2983,326.30558,23.267,"mz_cloud",36864555.3576013,7427251.1498314,8511431.89864124,6386211.91930844,7321442.87083002,NA,NA,NA
3977,"Oleoyl ethanolamide","C20 H39 N O2",0.61,325.29828,326.30556,23.415,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,8816913.80080809
5156,"Olomoucine","C15 H18 N6 O",1.97,298.1548,299.16207,20.587,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,1698877.28921939,2837396.38574544,NA,NA
3524,"Opaviraline","C14 H17 F N2 O3",-3.79,280.12126,281.12853,16.772,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,8321543.26442211,11077033.291368,NA
5005,"Orphenadrine","C18 H23 N O",0,269.17797,270.18524,18.734,"kps_pharmaceuticals_oct22",4195476.76297873,NA,NA,NA,NA,NA,NA,NA
617,"Oxabolone","C18 H26 O3",-0.05,290.18818,291.19546,19.593,"kps_psychoactive_substances_v2",NA,NA,28074924.6726121,40934462.2727849,NA,19572787.4111159,13643765.2964511,NA
819,"Oxabolone","C18 H26 O3",-0.2,290.18814,291.19541,19.226,"kps_psychoactive_substances_v2",NA,45035859.6617349,NA,NA,39497300.0933863,NA,NA,35862173.293069
2419,"Oxabolone","C18 H26 O3",0.06,290.18821,291.19549,21.504,"kps_psychoactive_substances_v2",11655445.7792555,NA,NA,NA,NA,NA,NA,NA
1127,"Oxandrolone","C19 H30 O3",0.41,306.21962,307.2269,22.184,"kps_psychoactive_substances_v2",30701783.8998383,7244317.80843567,8818347.96738755,6090640.08693635,10886872.1232603,NA,NA,21810314.6300125
1089,"Oxeladin","C20 H33 N O3",0.68,335.24627,336.25355,14.965,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,50380708.1439275,NA,NA
1964,"Oxyphencyclimine","C20 H28 N2 O3",0.38,344.21012,345.2174,12.543,"kps_pharmaceuticals_oct22",NA,NA,22652697.9321212,NA,NA,NA,NA,NA
4274,"Oxyphenonium","C21 H33 N O3",0.48,347.24621,348.25349,21.821,"mz_cloud",6694418.27057332,5624519.27739329,NA,NA,NA,NA,NA,NA
2397,"PEG Monolaurate n5","C22 H44 O7",0.12,420.30875,443.29796,22.257,"mz_cloud",NA,NA,NA,15185990.4941438,NA,NA,NA,19991013.9836932
699,"PEG Monolaurate n5","C22 H44 O7",0.02,420.30871,443.2979,22.45,"mz_cloud",69223684.8817406,14250508.7467787,NA,NA,NA,NA,NA,NA
2312,"PEG Monolaurate n6","C24 H48 O8",-0.07,464.33488,465.34215,22.471,"mz_cloud",17985868.4923827,4768882.83814282,NA,NA,NA,NA,NA,NA
2613,"PEG n8","C16 H34 O9",0.09,370.22032,371.22759,10.415,"mz_cloud",NA,11925618.9934258,NA,NA,NA,NA,NA,14795973.36914
99,"PPG n10","C30 H62 O11",0.56,598.42955,621.41873,19.603,"mz_cloud",NA,151954820.662662,NA,186915063.249928,231720058.788669,178674817.472968,300811506.379024,165823800.595165
50,"PPG n7","C21 H44 O8",0.11,424.30366,447.29286,17.137,"mz_cloud",160332704.177642,116194587.805163,NA,305656477.665892,349224600.300531,344551821.118234,343513216.921893,269911145.684966
236,"PPG n8","C24 H50 O9",-0.08,482.34544,505.33466,17.771,"mz_cloud",NA,NA,34813383.0249909,114427953.084111,53061897.9843139,NA,NA,61825269.0532746
290,"PPG n8","C24 H50 O9",0,482.34548,483.35277,18.223,"mz_cloud",17434021.2264781,36105911.0650089,NA,NA,NA,106397979.651495,118026473.827533,NA
87,"PPG n9","C27 H56 O10",-0.01,540.38734,563.37659,19.014,"mz_cloud",NA,NA,NA,199411528.491522,NA,134100424.415195,118590694.458956,NA
77,"PPG n9","C27 H56 O10",-0.03,540.38733,541.39456,18.12,"mz_cloud",NA,NA,NA,NA,215285997.814926,NA,NA,153030478.371524
502,"PPG n9","C27 H56 O10",0.08,540.38739,563.37664,19.545,"mz_cloud",70297084.9664813,NA,NA,NA,NA,NA,NA,NA
2700,"Palmitelaidic acid methyl ester","C17 H32 O2",-0.02,268.24023,269.24749,21.587,"mz_cloud",9091682.82352242,NA,NA,16975758.8574957,NA,NA,NA,NA
3277,"Palmitelaidic acid methyl ester","C17 H32 O2",-0.02,268.24022,269.2475,22.652,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,5052742.45585812
4567,"Palmitelaidic acid methyl ester","C17 H32 O2",-0.09,268.2402,269.24748,22.993,"mz_cloud",NA,5690649.15720312,NA,NA,NA,NA,NA,NA
3964,"Palmitoylcarnitine","C23 H45 N O4",0.06,399.33488,400.34216,21.807,"mz_cloud",NA,3165020.47591206,5443907.33607058,2633506.64862624,3932743.70305958,NA,6545418.03512428,NA
4582,"Palmitoylcarnitine","C23 H45 N O4",0.04,399.33487,400.34215,21.909,"mz_cloud",5359834.17428119,NA,NA,NA,NA,NA,NA,NA
160,"Palmitoylethanolamide","C18 H37 N O2",-0.06,299.28241,300.28969,21.126,"kps_pharmaceuticals_oct22",NA,NA,NA,277902275.341124,NA,NA,NA,NA
101,"Palmitoylethanolamide","C18 H37 N O2",1.26,299.28281,300.29008,21.008,"kps_pharmaceuticals_oct22",NA,117642027.475766,31094438.1479437,NA,155878254.572619,32518731.1592315,52984542.3682383,406679576.319128
120,"Palmitoylethanolamide","C18 H37 N O2",0.01,299.28243,300.28971,21.288,"kps_pharmaceuticals_oct22",208350208.698076,NA,NA,NA,NA,NA,NA,NA
2862,"Perifosine","C25 H53 N O4 P",-0.48,462.371,463.37828,24.102,"kps_pharmaceuticals_oct22",NA,NA,7868174.12518363,NA,NA,NA,NA,NA
4128,"Perospirone","C23 H30 N4 O2 S",2.73,426.21011,449.19931,11.392,"kps_pharmaceuticals_oct22",NA,6150229.60481087,NA,NA,NA,NA,5721034.80476841,NA
2557,"Phenazone","C11 H12 N2 O",0.05,188.09497,189.10225,14.679,"kps_pharmaceuticals_oct22",NA,6342355.53475965,4836121.45498025,10306485.4543915,14532975.3168327,18422647.8370941,NA,NA
4020,"Phosphorylcholine","C5 H15 N O4 P",-1.6,184.07358,185.08085,16.925,"kps_pharmaceuticals_oct22",NA,NA,5632723.03106865,NA,NA,NA,NA,NA
2184,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,24.71,"kps_pharmaceuticals_oct22",22493877.0176987,4384627.97746075,5017202.17945277,4245677.08881277,NA,NA,NA,4587893.28364535
3064,"Phytosphingosine","C18 H39 N O3",0.56,317.29317,318.30045,20.222,"kps_pharmaceuticals_oct22",6970811.62538366,NA,NA,7763950.13001644,NA,NA,NA,NA
2336,"Phytosphingosine","C18 H39 N O3",0.78,317.29324,318.30052,21.446,"kps_pharmaceuticals_oct22",NA,2974087.50918833,8820726.66721103,NA,3989073.65145724,3059320.76706861,2865178.58751964,NA
4595,"Piceatannol","C14 H12 O4",0.15,244.07359,245.08087,17.545,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,5923821.08174184,NA,NA,NA
5338,"Piceatannol","C14 H12 O4",0.02,244.07356,245.08084,18.752,"kps_pharmaceuticals_oct22",NA,NA,2268639.25926906,NA,NA,NA,NA,NA
1467,"Pipendoxifene","C29 H32 N2 O3",0.03,456.2413,457.24858,19.76,"kps_pharmaceuticals_oct22",17743328.9615309,12989884.9182564,11033817.3660139,7656188.5468844,19770227.2173717,5448026.8957112,4705927.23231912,10500801.7994239
2305,"Pirarubicin","C32 H37 N O12",0.54,627.23191,628.23919,16.734,"itn_kps",NA,NA,20969734.2545839,NA,NA,NA,NA,NA
2431,"Pirlimycin","C17 H31 Cl N2 O5 S",1.27,410.16474,411.17202,22.416,"itn_kps",5536599.29063886,16224414.2257004,16605974.8869991,10829272.2433309,13241603.6865576,16787145.6817579,14770363.5408774,12481093.367002
2012,"Pivagabine","C9 H17 N O3",0.05,187.12085,188.12815,22.378,"kps_pharmaceuticals_oct22",10180820.5486027,NA,NA,NA,NA,NA,2929404.05553798,4257339.27175823
2566,"Pizotyline","C19 H21 N S",0.4,295.13959,296.14687,19.192,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,18336088.3139915,9752838.51619119,NA
119,"Poly THF n7","C28 H58 O8",-0.06,522.41314,545.40231,23.717,"mz_cloud",261369550.388016,31693436.0151707,19803553.1124571,36084099.1741461,25174583.7972964,20633499.9092972,22659775.320603,28665458.0995076
52,"Poly THF n8","C32 H66 O9",0.55,594.47101,617.46019,23.916,"mz_cloud",696026759.382352,461530373.138274,165977887.747708,606637807.313608,NA,192722344.731209,NA,669654193.384505
244,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.58,582.43463,605.42381,22.648,"kps_pharmaceuticals_oct22",199363592.387911,53694857.8683295,30256644.9892091,47990160.0068186,48537904.6891557,31949373.5228717,33691325.1842342,55916451.7856244
3045,"Prednisolone","C21 H28 O5",0.39,360.19381,361.20109,18.167,"kps_pharmaceuticals_oct22",NA,8355003.08906168,NA,4477359.47518538,NA,14075044.0343141,NA,NA
3988,"Procyclidine","C19 H29 N O",0.23,287.22498,288.23226,18.929,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,8761159.41737652,NA,NA
4224,"Propiconazole","C15 H17 Cl2 N3 O2",0.34,341.0699,342.07717,19.406,"mz_cloud",NA,NA,5077287.21218351,NA,NA,NA,NA,NA
506,"Propranolol","C16 H21 N O2",-0.06,259.15721,260.16449,12.889,"kps_pharmaceuticals_oct22",43918142.0390193,42890466.5419296,91020944.718954,45626632.0571392,47756100.5805098,41305552.9707357,41616023.3017752,43366210.8282711
3284,"Propylparaben","C10 H12 O3",0.01,180.07865,181.08592,20.943,"itn_cyp_metabolites",NA,4079240.22471123,5311377.0399908,5659675.761535,NA,3755211.93402087,NA,NA
3269,"Propylparaben","C10 H12 O3",0.06,180.07865,181.08593,21.613,"itn_cyp_metabolites",12551388.1932118,NA,NA,NA,NA,NA,NA,NA
1090,"Protriptyline","C19 H21 N",-0.04,263.16739,264.17466,18.77,"kps_pharmaceuticals_oct22",NA,12533144.3158643,29902777.7073468,50272028.0456181,NA,NA,NA,NA
3013,"Protriptyline","C19 H21 N",-0.07,263.16738,264.17466,19.701,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,10669723.7450699,13285437.0566055,NA
861,"Pruvanserin","C22 H21 F N4 O",2.72,376.17096,377.17824,9.546,"kps_pharmaceuticals_oct22",NA,NA,22258324.8117241,NA,NA,NA,NA,NA
2112,"Psychosine","C24 H47 N O7",0.06,461.33528,462.34256,21.369,"mz_cloud",NA,NA,18357476.3083428,NA,NA,NA,NA,NA
1592,"Quercetin","C15 H10 O7",0.56,302.04282,303.0501,14.752,"kps_pharmaceuticals_oct22",26889164.4118835,NA,NA,NA,NA,NA,NA,NA
1170,"Quinine","C20 H24 N2 O2",0.61,324.18398,325.19125,14.391,"kps_pharmaceuticals_oct22",47181248.1745267,NA,NA,NA,NA,NA,NA,NA
768,"Quisinostat","C21 H26 N6 O2",4.05,394.21332,395.2206,13.148,"kps_pharmaceuticals_oct22",NA,24755559.4547592,NA,NA,NA,NA,NA,NA
905,"R-Palmitoyl-(2-methyl) ethanolamide","C19 H39 N O2",0.38,313.2982,314.30547,21.211,"mz_cloud",NA,13567055.1268819,28604169.37592,8933939.80819364,NA,35557823.7353529,56025935.4215749,NA
1745,"R-Palmitoyl-(2-methyl) ethanolamide","C19 H39 N O2",0.59,313.29827,314.30554,21.571,"mz_cloud",NA,NA,NA,NA,9474735.307061,NA,NA,10426322.3904278
1172,"R-Palmitoyl-(2-methyl) ethanolamide","C19 H39 N O2",0.37,313.2982,314.30547,21.95,"mz_cloud",29482464.8706956,NA,NA,NA,NA,NA,NA,NA
174,"Raltegravir","C20 H21 F N6 O5",-0.06,444.15572,445.163,15.045,"kps_pharmaceuticals_oct22",102175292.47078,70892996.3328862,181835226.931181,87676096.7292713,NA,NA,103289439.032386,89171618.5175424
1800,"Resmethrin","C22 H26 O3",0.22,338.18827,339.19555,16.051,"mz_cloud",NA,15681044.5730288,NA,NA,NA,NA,NA,NA
4985,"Resveratrol","C14 H12 O3",-0.05,228.07863,229.08591,18.917,"kps_pharmaceuticals_oct22",4256095.0235528,NA,NA,NA,NA,NA,NA,NA
1945,"Retinol","C20 H30 O",0.17,286.22972,287.23699,22.201,"kps_pharmaceuticals_oct22",NA,NA,6380069.56961898,NA,NA,13009067.2235529,26534766.0074608,NA
2355,"Retinol","C20 H30 O",0.15,286.22971,287.23699,22.826,"kps_pharmaceuticals_oct22",NA,17768719.0151566,NA,NA,NA,NA,NA,15909084.4473511
149,"Retinol acetate","C22 H32 O2",0.59,328.24042,329.2477,21.29,"kps_pharmaceuticals_oct22",NA,297065571.657675,23982531.9100252,245528418.815561,NA,NA,NA,NA
1422,"Retinol acetate","C22 H32 O2",0.47,328.24038,329.24767,23.492,"kps_pharmaceuticals_oct22",28754655.5327894,NA,NA,NA,NA,22123642.0374455,38209324.3901248,NA
202,"Retinol acetate","C22 H32 O2",0.49,328.24039,329.24767,20.774,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,10538223.025008,NA,NA,10524668.9700031
171,"Rhodamine 6G","C28 H30 N2 O3",0.01,442.22565,443.23292,19.745,"mz_cloud",53271246.2146118,93381279.4405188,31501157.7176188,24522686.2088541,43152335.9471646,57090194.970729,53496851.8824661,34582695.228021
3289,"Rhodomycin A","C36 H48 N2 O12",1.36,700.32168,701.32896,21.955,"itn_kps",12436601.8192032,5080410.87181069,NA,7303042.76396391,5497397.1883643,NA,NA,8791637.45611059
1033,"Riboflavin","C17 H20 N4 O6",-0.01,376.13828,377.14556,10.105,"kps_pharmaceuticals_oct22",37219098.2246274,11475990.9415332,NA,6196293.29829307,27366265.9561034,5321726.02364672,NA,20210082.301917
1314,"Rimexolone","C24 H34 O3",0.02,370.2508,371.25808,20.907,"kps_pharmaceuticals_oct22",NA,37935323.2436647,16544683.3109839,6519962.93575039,NA,NA,NA,NA
1897,"Rimexolone","C24 H34 O3",0.1,370.25083,371.25811,19.244,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,27409944.7875985,NA,NA,23637826.9618943
2385,"Rimexolone","C24 H34 O3",0.04,370.25081,371.25809,21.532,"kps_pharmaceuticals_oct22",10627148.2341604,NA,NA,NA,NA,NA,NA,NA
94,"Rofecoxib","C17 H14 O4 S",-3.05,314.06032,315.06761,1.559,"kps_pharmaceuticals_oct22",76699113.8710305,23188575.8814609,12372955.655191,NA,NA,NA,NA,211454696.75373
1974,"Sacubitril","C24 H29 N O5",0.08,411.20461,412.21188,18.806,"kps_pharmaceuticals_oct22",NA,NA,25946446.2942709,NA,NA,NA,NA,NA
531,"Safingol","C18 H39 N O2",0.48,301.29822,302.3055,21.775,"kps_pharmaceuticals_oct22",NA,15970830.0289881,67072348.908409,13211120.7885671,21403860.9216475,23556396.3019252,16694176.3673299,26159719.6403
212,"Safingol","C18 H39 N O2",0.61,301.29826,302.30554,20.837,"kps_pharmaceuticals_oct22",99282839.1241084,NA,NA,NA,NA,NA,NA,NA
1858,"Salirasib","C22 H30 O2 S",0.68,358.19689,359.20417,15.373,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,25541980.9899294,NA,NA
705,"Saquinavir","C38 H50 N6 O5",4.22,670.3871,693.37627,22.839,"kps_pharmaceuticals_oct22",39993756.3346799,67000216.3893848,33006736.2272963,57989278.0812474,51314777.9990941,NA,9344419.76157538,67814713.9216058
4087,"Selexipag","C26 H32 N4 O4 S",3.64,496.21623,497.22351,19.831,"kps_pharmaceuticals_oct22",NA,NA,820713.237561629,NA,NA,NA,NA,NA
628,"Sertraline","C17 H17 Cl2 N",0.36,305.07392,306.08119,19.379,"kps_psychoactive_substances_v2",NA,75557523.3856145,62471367.5025548,52607451.3202836,NA,11718685.6269166,17419422.9870052,28349595.9792828
231,"Skatole","C9 H9 N",0.49,131.07356,132.08084,15.184,"mz_cloud",206897789.540326,NA,NA,NA,NA,NA,NA,NA
24,"Solanidine","C27 H43 N O",-0.07,397.33444,398.34171,18.83,"mz_cloud",92026564.0153614,529399146.410631,321464248.278785,1209469911.00051,1278517587.98436,NA,NA,717321336.884848
37,"Solanidine","C27 H43 N O",-0.09,397.33443,398.3417,19.588,"mz_cloud",NA,NA,NA,NA,NA,493293304.631131,585509344.533757,NA
1998,"Solifenacin","C23 H26 N2 O2",0.37,362.19956,363.20684,17.703,"kps_pharmaceuticals_oct22",NA,NA,25431208.774991,NA,NA,NA,NA,NA
3801,"Spiroxamine","C18 H35 N O2",0.95,297.26706,298.27434,21.024,"mz_cloud",NA,NA,NA,5699481.53541281,NA,NA,NA,NA
3017,"Spiroxamine","C18 H35 N O2",0.61,297.26696,298.27424,19.557,"mz_cloud",NA,NA,NA,NA,14282351.582444,NA,NA,10955857.8095003
842,"Squaric acid dibutyl ester","C12 H18 O4",-0.06,226.12049,227.12777,22.783,"kps_pharmaceuticals_oct22",9185955.73246855,21818310.1278272,23204720.7772977,19418496.0816998,33052415.2545818,18360937.0969976,64218712.4300768,24210948.5644051
53,"Stearamide","C18 H37 N O",-0.01,283.28751,284.29477,24.213,"mz_cloud",479674936.481254,317461376.404667,452272257.573359,429443699.159988,166456228.212167,623422650.58523,429698854.933176,302423234.140599
2964,"Stearic acid","C18 H36 O2",0.25,284.2716,285.27888,24.452,"kps_pharmaceuticals_oct22",NA,NA,NA,8555648.20701653,NA,NA,NA,NA
4390,"Stearic acid","C18 H36 O2",0.12,284.27156,285.27884,22.025,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,2134223.18132703,4810543.59737505,5212145.22583093,NA
4602,"Stearic acid","C18 H36 O2",0.25,284.2716,285.27885,22.363,"kps_pharmaceuticals_oct22",NA,4472531.34943258,NA,NA,NA,NA,NA,3889942.30034483
3587,"Stearic acid","C18 H36 O2",0.22,284.27159,285.27887,23.893,"kps_pharmaceuticals_oct22",8581166.56887876,NA,NA,NA,NA,NA,NA,NA
187,"Stearoyl ethanolamide","C20 H41 N O2",0.34,327.31384,328.32112,22.312,"mz_cloud",198029402.161765,180112048.956843,93037920.2461972,180716584.24095,148510532.84103,247684653.867999,218750037.196106,206102853.056596
3299,"Styrene oxide","C8 H8 O",0.85,120.05762,121.06489,18.69,"kps_pharmaceuticals_oct22",NA,1263830.82792752,NA,NA,NA,NA,NA,NA
1754,"Talmetoprim_BTM03332","C21 H18 N4 O5",4.49,406.12954,407.13682,14.146,"itn_cyp_metabolites",NA,NA,22916447.5354552,NA,NA,NA,NA,NA
1908,"Talnetant","C25 H22 N2 O2",-3.42,382.16682,383.1741,16.914,"kps_pharmaceuticals_oct22",NA,27203445.0446004,NA,NA,NA,NA,NA,NA
2917,"Tamoxifen_BTM03704","C22 H20 O",0.52,300.15157,301.15885,22.835,"itn_cyp_metabolites",10666879.0206378,6217495.19614719,7896551.39373079,8681473.88832159,NA,NA,7580197.67032831,NA
2,"Tapentadol","C14 H23 N O",-0.47,221.17786,222.18513,19.07,"kps_psychoactive_substances_v2",130226353.775911,231288162.313594,3112065850.25397,7258952494.50117,NA,1010728502.34736,3140756404.45639,NA
3,"Tapentadol","C14 H23 N O",-0.49,221.17786,222.18513,18.5,"kps_psychoactive_substances_v2",NA,NA,NA,NA,5396943709.37584,NA,NA,3042527813.9003
3428,"Tarazepide","C28 H24 N4 O2",-1.39,448.1893,449.19658,14.114,"kps_pharmaceuticals_oct22",NA,10324746.8554884,NA,NA,NA,NA,NA,NA
5408,"Tebuconazole","C16 H22 Cl N3 O",0.34,307.14524,308.15252,18.659,"mz_cloud",NA,888646.679720715,NA,NA,NA,NA,NA,NA
2436,"Tegaserod","C16 H23 N5 O",-4.28,301.18897,302.19625,5.915,"kps_pharmaceuticals_oct22",11158120.8360863,NA,13007097.9624737,NA,NA,NA,NA,NA
1086,"Telmisartan","C33 H30 N4 O2",-0.02,514.23687,515.24414,18.773,"kps_pharmaceuticals_oct22",13831950.3792784,2435969.87908455,28991866.9062087,25488779.8482372,35727963.7574867,NA,NA,30522882.2980957
2016,"Telmisartan","C33 H30 N4 O2",-0.19,514.23678,515.24406,19.568,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,21181171.1747425,25035388.5040568,NA
2772,"Terbinafine","C21 H25 N",0.12,291.19874,292.20601,18.978,"kps_pharmaceuticals_oct22",NA,NA,7115211.71779751,9171054.51960017,NA,NA,NA,NA
2062,"Terbinafine","C21 H25 N",0.27,291.19878,292.20605,19.705,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,8875417.53926726,8796897.39884895,NA
3458,"Terbutryn","C10 H19 N5 S",-0.01,241.13611,242.14339,15.949,"kps_pharmaceuticals_oct22",NA,NA,6840261.77309489,NA,NA,NA,NA,NA
2089,"Testosterone decanoate","C29 H46 O3",-0.18,442.34461,443.35189,22.855,"kps_psychoactive_substances_v2",3245728.38114601,15741730.8280106,5268757.72609563,9234025.90910783,NA,NA,NA,NA
2934,"Testosterone decanoate","C29 H46 O3",-0.01,442.34469,443.35197,22.172,"kps_psychoactive_substances_v2",NA,NA,NA,NA,11110248.50185,13571870.8239984,14273848.9678376,NA
2942,"Testosterone decanoate","C29 H46 O3",-0.01,442.34469,443.35197,22.365,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,6231854.7401271
3699,"Testosterone isobutyrate","C23 H34 O3",0.38,358.25093,359.25821,21.493,"kps_psychoactive_substances_v2",NA,6267080.29445337,NA,5594880.15563555,NA,NA,NA,NA
31,"Testosterone propionate","C22 H32 O3",0.36,344.23527,345.24255,21.462,"kps_psychoactive_substances_v2",NA,13038782.733407,NA,14008043.3892681,12411125.6657541,NA,NA,10267803.9442546
44,"Testosterone propionate","C22 H32 O3",0.45,344.2353,345.24258,19.995,"kps_psychoactive_substances_v2",NA,NA,12131028.893971,NA,NA,NA,NA,NA
1766,"Testosterone undecanoate","C30 H48 O3",-0.07,456.36031,479.34951,23.909,"kps_pharmaceuticals_oct22",NA,12919881.7568858,9392196.25821122,12995876.8984033,NA,19551136.2288439,19763386.4539489,NA
1887,"Testosterone undecanoate","C30 H48 O3",0.07,456.36038,457.36765,22.055,"kps_pharmaceuticals_oct22",7227071.5764912,NA,NA,NA,NA,NA,NA,16090990.6233245
609,"Tetracycline","C22 H24 N2 O8",0.13,444.15332,445.1606,16.599,"itn_kps",NA,NA,NA,80493886.1622704,NA,NA,NA,NA
407,"Tetracycline","C22 H24 N2 O8",0.13,444.15332,445.1606,17.28,"itn_kps",NA,108172894.312518,NA,NA,NA,111986215.602266,NA,NA
373,"Tetracycline","C22 H24 N2 O8",-0.13,444.15321,445.16048,8.781,"itn_kps",85358571.9849808,NA,NA,NA,NA,NA,NA,NA
3015,"Tetrahydrocannabivarin (THCV)","C19 H26 O2",0.08,286.1933,287.20058,17.434,"kps_cannabinoids",NA,14291817.5044769,NA,NA,NA,NA,NA,NA
2757,"Tetrahydrogestrinone","C21 H28 O2",0.43,312.20907,313.21634,18.631,"kps_psychoactive_substances_v2",NA,16469447.7249507,NA,NA,NA,NA,NA,NA
336,"Thioridazine","C21 H26 N2 S2",4.75,370.1555,371.16278,20.749,"kps_pharmaceuticals_oct22",NA,NA,NA,26788076.0257356,NA,NA,NA,NA
863,"Thioridazine","C21 H26 N2 S2",4.54,370.15542,371.1627,21.281,"kps_pharmaceuticals_oct22",37075741.9993608,NA,NA,NA,NA,NA,NA,NA
1681,"Thymine","C5 H6 N2 O2",0.84,126.04303,127.05031,5.145,"kps_pharmaceuticals_oct22",31701060.0816338,NA,NA,NA,NA,NA,NA,NA
685,"Tiamulin_BTM02711","C24 H36 O5 S",0.08,436.22838,437.23566,9.926,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,81055357.8817259,NA
5113,"Tiapride","C15 H24 N2 O4 S",-4.59,328.14417,329.15145,20.051,"kps_pharmaceuticals_oct22",495822.47589297,NA,NA,3464061.87047105,NA,NA,NA,NA
2261,"Ticagrelor","C23 H28 F2 N6 O4 S",-0.04,522.18606,523.19334,19.48,"kps_pharmaceuticals_oct22",NA,21556713.9391653,7074719.38135496,12707953.8466104,8687463.203812,4337168.72578821,NA,6476457.92745142
3623,"Ticagrelor","C23 H28 F2 N6 O4 S",-0.21,522.18597,523.19325,19.987,"kps_pharmaceuticals_oct22",9035998.56507104,NA,NA,NA,NA,NA,NA,NA
207,"Tomatidine","C27 H45 N O2",0.01,415.34503,416.35231,20.117,"mz_cloud",7946226.96506754,68679799.9018963,11476384.8402914,86674089.6967455,84692168.6312215,47042821.8388639,951178.927417007,81604572.7238465
3153,"Trenbolone acetate","C20 H24 O3",0.43,312.17268,313.17996,16.096,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,13271712.7238467,NA
4159,"Tri-o-Cresyl phosphate","C21 H21 O4 P",-0.07,368.11772,369.125,21.532,"mz_cloud",NA,7970076.21998704,NA,4315746.28323885,NA,NA,NA,NA
542,"Triciribine","C13 H16 N6 O4",1.49,320.12378,321.13106,12.273,"kps_pharmaceuticals_oct22",38505340.8728093,94151710.2083793,57687869.8405009,80268251.1415736,33945311.8280693,69883823.8811024,38727016.8824958,27811515.6509933
4752,"Triclocarban","C13 H9 Cl3 N2 O",0.38,313.97817,314.98544,20.462,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,5085406.15820169,NA,NA
317,"Tridemorph","C19 H39 N O",0.42,297.30329,298.31057,20.549,"mz_cloud",NA,3209857.1163453,NA,2986382.35691507,NA,1704646.88041295,5420268.42853774,NA
633,"Tridemorph","C19 H39 N O",0.47,297.30331,298.31058,19.721,"mz_cloud",NA,NA,73844217.4252212,NA,68416437.956813,NA,NA,55023927.4898259
703,"Tridemorph","C19 H39 N O",0.32,297.30326,298.31054,19.952,"mz_cloud",54410645.5011619,NA,NA,NA,NA,NA,NA,NA
1852,"Triethylene glycol","C6 H14 O4",0.16,150.08923,151.09651,22.554,"kps_pharmaceuticals_oct22",21019140.8670701,NA,NA,4767158.63041318,NA,NA,NA,NA
1390,"Trilostane","C20 H27 N O3",0.63,329.1993,330.20658,16.298,"kps_pharmaceuticals_oct22",NA,29327802.3376697,18546038.9646213,32582784.5004959,36318988.1329306,34792382.1223933,35640453.0511485,24432538.9462207
4139,"Trimebutine","C22 H29 N O5",0.05,387.20459,388.21187,14.21,"kps_pharmaceuticals_oct22",NA,NA,5080182.39395594,NA,NA,NA,NA,NA
815,"Trimetazidine","C14 H22 N2 O3",-0.17,266.163,289.15222,7.9,"kps_psychoactive_substances_v2",12166590.9596614,NA,27901702.0209698,NA,NA,NA,34629188.4415954,28072916.1368094
3471,"Triphenyl phosphate","C18 H15 O4 P",0.69,326.07102,327.0783,19.384,"mz_cloud",NA,NA,10126633.9776915,7133910.93570109,3008568.15789341,5044899.14783814,NA,4854719.56128558
879,"Triphenyl phosphate","C18 H15 O4 P",0.74,326.07104,327.07831,19.988,"mz_cloud",61217007.2016354,NA,NA,NA,NA,NA,NA,NA
5038,"Triphenyl phosphate","C18 H15 O4 P",0.62,326.071,327.07827,18.852,"mz_cloud",NA,4069275.55494918,NA,NA,NA,NA,NA,NA
1366,"Tris(2-butoxyethyl) phosphate","C18 H39 O7 P",0.05,398.24336,399.25064,20.669,"mz_cloud",33997021.6767809,28649729.248582,14512549.6696878,18444575.9028924,21948844.0065228,34018598.3089911,39891686.166501,26486509.8325513
