"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","lysimeter_control_op_260122","thailand_sample_8","landfill_eg_0_3y","landfill_eg_3_10y","landfill_eg_y104","landfill_op_y104","lysimeter_control_eg_171221","lysimeter_control_eg_250122","lysimeter_control_op_171221","lysimeter_eg_03y_171221","lysimeter_eg_03y_250122","lysimeter_eg_0_3y_14062022","lysimeter_op_10y_140622","lysimeter_op_10y_171222","lysimeter_control_op_140622","lysimeter_eg_3_10y_171221","lysimeter_op_0_3y_171221","thailand_sample_7","crh_fst1","crh_fst5","crh_inlet","lysimeter_eg3_104_140622","lysimeter_eg3_104_250122_20221003231510","lysimeter_op3_104_140622","crh_fst2","crh_fst3","crh_fst4","lysimeter_control_eg_140622","lysimeter_eg104_140622","lysimeter_eg3_104_250122","lysimeter_eg_104_171221","lysimeter_op0_34_140622","lysimeter_op_0_3y_250122","lysimeter_op_3_10y_171221","lysimeter_op_3_10y_250122","lysimeter_op_7104_250122","thailand_sample_1","thailand_sample_2","thailand_sample_3","thailand_sample_5","thailand_sample_6","thailand_sample_4"
2574,"1,3-Dihydroxy-1-(7-methoxy-2-oxo-2H-chromen-6-yl)-3-methyl-2-butanyl 3-methylbutanoate","C20 H26 O7",-1.14,378.16742,379.1747,13.169,"mz_cloud",NA,NA,NA,2466627.51211844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6788,"1,3-Dimethyl-6-morpholino-1,2,3,4-tetrahydropyrimidine-2,4-dione","C10 H15 N3 O3",0.43,225.11144,226.11872,5.731,"mz_cloud",NA,NA,NA,362717.567882098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2956,"1,3-Dimethyl-6-morpholino-1,2,3,4-tetrahydropyrimidine-2,4-dione","C10 H15 N3 O3",0.32,225.11141,226.11869,1.429,"mz_cloud",NA,NA,NA,NA,176469.217893882,NA,NA,NA,NA,NA,NA,NA,NA,880758.840699773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"1,3-Dimethyl-6-morpholino-1,2,3,4-tetrahydropyrimidine-2,4-dione","C10 H15 N3 O3",0.4,225.11143,226.11871,7.074,"mz_cloud",NA,2817563.73150715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3203818.14298376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",0.47,138.07938,139.08665,7.378,"mz_cloud",NA,NA,NA,NA,NA,NA,3410471.45949092,329245.224378308,146224.838629122,1352330.31926328,136748.844002156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4641,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",0.52,138.07938,139.08666,6.531,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231519.143729263,888098.751679529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,"1,4-Dimethylanthraquinone","C16 H12 O2",0.41,236.08383,237.0911,11.406,"mz_cloud",NA,3899355.85823135,NA,622620.363530874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4228212.07288261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163998.970377888,NA
5382,"1,4-Dimethylpiperazine","C6 H14 N2",1.03,114.11582,115.12309,1.332,"mz_cloud",NA,NA,NA,905066.889621819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4738,"1,4-Dioxane","C4 H8 O2",0.2,88.05245,194.1387,1.194,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226840.805244437,293410.628490324,184489.901589486,NA,NA,NA,118142.014111764,NA,1130126.17951869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,"1,4:3,6-Dianhydro-2-[(cyclopropylcarbonyl)amino]-2,5-dideoxy-5-{[4-(3-fluorophenyl)-2-pyrimidinyl]amino}-L-iditol","C20 H21 F N4 O3",4.3,384.16142,385.1687,20.662,"mz_cloud",252042.786790243,6817154.15455257,NA,2154053.26888096,NA,NA,NA,NA,254763.558874559,NA,NA,NA,NA,NA,NA,NA,187030.082227424,610793.944710333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006351.08743199,352256.724715138,NA,NA,6795950.10023258,385311.026172747,8867334.01891749,NA,7212416.63351215,NA
3867,"1,5-Isoquinolinediol","C9 H7 N O2",0.22,161.04771,162.05499,7.834,"mz_cloud",NA,NA,NA,NA,NA,NA,1031836.82890934,NA,635780.536064537,600840.190169881,NA,NA,NA,NA,NA,NA,794143.208519468,NA,NA,NA,110006.440851414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219491.778799561,603865.34837475,NA,NA,NA,NA,NA,NA,NA,NA
2522,"1-(1,3,3-Trimethyl-2,3-dihydro-1H-indol-2-yliden)acetone","C14 H17 N O",0.37,215.13109,216.13837,8.992,"mz_cloud",NA,NA,812584.722287412,2507309.10234075,NA,NA,261689.382288913,NA,NA,782854.206613289,NA,NA,NA,NA,NA,182518.690033098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1075,"1-(2-methoxy-4-nitrophenyl)pyrrolidine","C11 H14 N2 O3",0.36,222.10052,223.1078,5.572,"mz_cloud",NA,5519943.93038256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5998822.65887539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4950,"1-(3-methoxy-2-nitrostyryl)pyrrolidine","C13 H16 N2 O3",0.52,248.11622,249.1235,6.591,"mz_cloud",NA,743739.063849292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049300.61637584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3054,"1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one","C19 H24 N4 O",2.21,324.19573,325.20301,22.367,"mz_cloud",NA,1048504.88465628,2010525.80414693,650883.260923277,980122.132007708,683972.403700457,1160624.71590311,NA,NA,1357054.21994918,672255.23298426,677409.47556296,1079059.82593037,687761.635251955,997001.448923888,NA,1482182.04369457,NA,573403.941462702,NA,NA,633805.82803072,632956.885662129,NA,NA,623713.94707101,588818.300497361,577210.339363591,569395.99551259,615595.00537062,636206.999037779,656753.039583543,800797.477801229,738039.480448147,1084217.34422169,1197661.58311498,NA,NA,650319.980665096,611209.600176299,NA,890815.457656544
1284,"1-(4-methyl-2-nitrophenoxy)-3-[4-(3-phenyl-1,2,4-thiadiazol-5-yl)piperazino]propan-2-ol","C22 H25 N5 O4 S",2.37,455.16381,456.17108,16.398,"mz_cloud",NA,NA,NA,4711261.65306451,NA,NA,NA,NA,NA,NA,NA,1964355.96675081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588412.575269246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,"1-(4-nitrophenyl)-1H-indole","C14 H10 N2 O2",0.59,238.07437,239.08164,13.176,"mz_cloud",NA,3060798.84323509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020591.01036332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2230,"1-(6-methoxy-7-methyl-6H-[1,2,5]oxadiazolo[3,4-e]indol-8-yl)ethan-1-one","C12 H11 N3 O3",0.5,245.08016,246.08744,7.202,"mz_cloud",NA,2847177.22182967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2811294.13940567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,"1-Androstenedione","C19 H26 O2",0.55,286.19344,287.20071,15.836,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,6535540.98533173,NA,NA,NA,NA,NA,NA,NA,625092.442209389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"mz_cloud",11360456.6262764,8267780.02625446,8784934.4516216,9160473.78569489,9526625.51670656,8824275.26147536,3709386.17730725,3826449.87890864,8616671.97064263,9485490.19855661,9576067.422416,10483452.537594,9744444.83873133,9993340.57525569,11599060.637732,9324391.3628633,10590270.2694857,3419823.50142602,11808324.9520373,11967399.820024,11876962.4039147,11096574.5932638,10585125.0473055,11092133.8244539,11664519.6182926,5249418.58765499,11886483.4823286,11437348.8082981,11711187.2710723,11488621.4468822,11461693.001438,10747167.3457085,10211732.7861189,10039476.3075591,10231581.2614693,10524804.0253105,8750443.08385621,8776114.31828739,9349996.70528944,3662656.420726,8358073.27130529,3430926.41990702
5538,"1-Hexadecanesulfonic acid","C16 H34 O3 S",-3.56,306.22178,630.47845,20.301,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,409921.921452487,NA,NA,NA,NA,NA,NA,NA,860279.76003123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4750,"1-Methylhistidine","C7 H11 N3 O2",0.2,169.08516,170.09244,1.411,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812430.957154519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5008,"1-Methylxanthine","C6 H6 N4 O2",0.09,166.04909,167.05637,5.06,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030308.92625531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"mz_cloud",NA,NA,NA,NA,316781.128239525,NA,NA,272058.002533065,NA,NA,NA,NA,261946.851346395,NA,NA,NA,NA,NA,NA,NA,NA,269898.026856169,NA,350619.090435211,NA,NA,NA,NA,133627.436505109,NA,NA,NA,NA,NA,145668.220001277,377554.575506835,216003.986973145,292200.770071221,282883.524414522,126422.374349752,246648.655887995,223888.646977699
804,"1-Phenylhexahydropyridazine-3,6-dione","C10 H10 N2 O2",0.22,190.07427,191.08155,3.986,"mz_cloud",NA,7944059.87171208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7985999.9638199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5442,"12-Aminododecanoic acid","C12 H25 N O2",0.25,215.18858,216.19586,13.182,"mz_cloud",NA,NA,NA,NA,NA,NA,153612.772115339,NA,NA,886113.856126334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"mz_cloud",36467308.4867951,NA,NA,NA,61649575.2506147,22878882.1873297,NA,55819274.7275142,69177768.9630611,NA,46090855.6447864,31010827.8125643,60711720.5739566,9374000.00076292,43569211.8353389,NA,38154737.2790487,NA,NA,NA,NA,54724130.4650951,34083855.2726249,56561794.7862907,NA,NA,NA,48286551.1259678,54943897.3019362,68769697.9366603,NA,66988776.5893591,65901097.907829,46985069.8613669,NA,NA,307989.79213825,922566.609565306,2802301.16525521,NA,180602.778558091,NA
3131,"17-Methyltestosterone","C20 H30 O2",0.42,302.22471,303.23201,21.506,"kps_psychoactive_substances_v2",NA,1159585.28710888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429436.53641679,NA,1943333.93257605,NA,1454143.94410709,NA
5966,"17beta-Estradiol","C18 H24 O2",0.63,272.1778,273.18507,19.062,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,537670.071856086,NA,NA,NA,154531.746020403,101538.05879913,211935.175136884,NA,NA,NA,NA,NA,NA,NA,122510.497229193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3637,"17α-Methyl-androstan-3-hydroxyimine-17β-ol","C20 H33 N O2",0.34,319.25124,320.25851,14.162,"mz_cloud",NA,1425291.70146618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618887.66538039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5179,"19(R)-HETE","C20 H32 O3",-0.49,320.23499,321.24223,19.322,"mz_cloud",NA,NA,NA,968430.521847544,NA,NA,404904.088792169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170621.295280132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209567.441731749,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",-4.4,273.12137,274.12865,1.43,"mz_cloud",NA,21971901.3977093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21079330.557351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5992,"2',3'-Dideoxycytidine","C9 H13 N3 O3",0.18,211.09573,212.10301,1.374,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582252.105090298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8261,"2',3'-Dideoxycytidine","C9 H13 N3 O3",0.28,211.09575,212.10303,7.039,"kps_pharmaceuticals_oct22",NA,NA,NA,154806.322696728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5716,"2',3'-Dideoxycytidine","C9 H13 N3 O3",-0.12,211.09567,212.10294,4.347,"kps_pharmaceuticals_oct22",NA,806294.5121441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,"2',5'-Dideoxyuridine","C9 H12 N2 O4",0.31,212.07977,213.08702,1.338,"kps_pharmaceuticals_oct22",1081893.29195194,NA,NA,NA,1208214.06702058,5438094.63565281,1784602.61817139,265411.14019081,NA,851876.369449473,1128693.83339043,693170.831866471,213412.55259866,3564197.85588947,NA,2076642.97826971,1716621.47633648,NA,NA,NA,NA,NA,367687.010133806,292720.993446542,NA,NA,NA,394680.587598102,NA,763246.566196594,656644.127818111,447184.452565702,231606.734332663,NA,NA,557971.457683622,NA,NA,NA,NA,NA,NA
483,"2',5'-Dideoxyuridine","C9 H12 N2 O4",0.67,212.07985,235.06902,6.289,"kps_pharmaceuticals_oct22",NA,8575174.98925161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,"2,3,4,9-Tetrahydro-1H-β-carboline-3-carboxylic acid","C12 H12 N2 O2",0.48,216.08998,217.09726,7.568,"mz_cloud",NA,NA,NA,NA,NA,NA,1034961.80968446,NA,3904721.75607566,NA,NA,NA,NA,NA,NA,NA,4337202.39589993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360315.07223412,NA,NA,NA,NA,NA,NA,NA,NA
3001,"2,3-Dihydroxybenzoylserine","C10 H11 N O6",0.48,241.05875,242.06603,1.538,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494412.518849171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,"2,3-Dihydroxybenzoylserine","C10 H11 N O6",0.39,241.05873,242.06601,7.416,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3690593.15038473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321966.659320491,NA
3763,"2,4-Diaminotoluene","C7 H10 N2",1.02,122.08452,123.0918,7.383,"mz_cloud",NA,NA,NA,NA,NA,NA,1550621.62799042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5157,"2,4-Diaminotoluene","C7 H10 N2",0.96,122.08452,123.09179,8.341,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,975394.028830807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5830,"2,5,7-Trimethyl-2,6-dihydro-1H-pyrrolo[3,4-d]pyridazin-1-one","C9 H11 N3 O",0.18,177.09024,178.09752,1.924,"mz_cloud",NA,NA,NA,773911.362700283,NA,484181.053658313,NA,NA,NA,548595.260461139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5763,"2,6-Diphenylphenol","C18 H14 O",0.54,246.1046,247.11187,16.093,"mz_cloud",NA,NA,398128.534051188,NA,NA,NA,NA,NA,NA,792000.459470489,194008.132342568,NA,NA,NA,NA,144864.155229459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3698,"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","C19 H20 N2 S2",-2.4,340.10597,341.11325,10.414,"mz_cloud",NA,NA,NA,1584863.42532837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3260,"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","C19 H20 N2 S2",-2.53,340.10593,341.1132,9.719,"mz_cloud",NA,1809418.27870383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1856640.70194318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,"2-(2-Furyl)-8-(trifluoromethyl)-6,7-dihydro-5H-cyclopenta[d]pyrazolo[1,5-a]pyrimidine","C14 H10 F3 N3 O",-4.63,293.07624,294.08352,5.511,"mz_cloud",NA,NA,NA,1374389.69905697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425901.951601407,NA
2951,"2-(2-Furyl)-8-(trifluoromethyl)-6,7-dihydro-5H-cyclopenta[d]pyrazolo[1,5-a]pyrimidine","C14 H10 F3 N3 O",-4.67,293.07623,294.0835,6.256,"mz_cloud",NA,NA,NA,NA,NA,301738.407638157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099823.76081762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,"2-(3,4-dimethoxyphenyl)-N-(4-morpholinophenyl)acetamide","C20 H24 N2 O4",-0.06,356.17358,357.18086,7.197,"mz_cloud",NA,NA,560470.271475469,9647757.15421186,175211.840040309,495921.547000658,NA,NA,NA,342762.547218516,NA,NA,NA,NA,NA,252382.175957832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6396,"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","C14 H22 N2 O4",0.63,282.15813,283.16541,8,"mz_cloud",NA,NA,NA,NA,NA,NA,620624.617314806,NA,NA,299432.866442802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2292,"2-(4-chlorophenoxy)pyridin-3-amine","C11 H9 Cl N2 O",4.48,220.04133,221.0486,14.413,"mz_cloud",2761440.16847631,1307401.77587578,NA,493998.858127264,NA,NA,NA,NA,375727.179364921,NA,NA,NA,NA,NA,NA,NA,251195.005191515,1259113.83906876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018162.91020486,231377.89585318,NA,NA,NA,NA,NA,NA,NA,NA
7634,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",0.61,252.1727,253.17994,17.147,"mz_cloud",NA,NA,NA,NA,291711.724082308,NA,NA,NA,NA,NA,136698.605172089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3533,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",0.75,252.17273,275.16196,18.256,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,1684327.68728796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6277,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",0.59,252.17269,253.17993,16.5,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336059.957991917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,"2-(Methylamino)-2,3-dihydro-1H-benzo[de]isoquinoline-1,3-dione","C13 H10 N2 O2",0.37,226.07431,227.08159,9.502,"mz_cloud",NA,3937679.57037123,376263.737917141,NA,NA,NA,196693.507894899,105423.964289154,NA,NA,123729.18051053,NA,NA,NA,NA,NA,NA,3950257.20935682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3737,"2-(Methylsulfonyl)-3-(pyrazin-2-ylamino)acrylonitrile","C8 H8 N4 O2 S",-2.61,224.03621,225.04349,15.037,"mz_cloud",NA,NA,NA,1563011.44302548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6093,"2-(allylthio)-4,5-diphenyl-1H-imidazole","C18 H16 N2 S",1.28,292.10379,293.11107,5.078,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355361.820776515,NA
1127,"2-(tert-butyl)-6,7-dimethoxy-4H-3,1-benzoxazin-4-one","C14 H17 N O4",0.6,263.11592,264.12319,5.163,"mz_cloud",NA,5821007.49257905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5319555.28314322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5185,"2-({[4-(6-methyl-1,3-benzothiazol-2-yl)phenyl]imino}methyl)phenol","C21 H16 N2 O S",0.31,344.09844,345.10572,8.887,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148959.182687218,NA,NA,NA,NA,NA,NA,NA,NA,NA,966807.471973939,NA,NA,375177.926155504,221675.306762527,NA,NA,NA,NA,NA,NA
848,"2-Acetylpyridine","C7 H7 N O",0.93,121.05288,122.06015,2.153,"mz_cloud",NA,7466376.15241332,NA,NA,NA,NA,NA,NA,559940.17562228,NA,NA,NA,NA,NA,NA,NA,NA,7633618.15875192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8260,"2-Amino-6-chloro-4-phenylquinoline-3-carbonitrile","C16 H10 Cl N3",1.3,279.05669,280.06396,7.184,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,154889.455218868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
