"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","count_2","sample","intensity"
"77","(4E)-2-Amino-1,4-octadecadien-3-one","C18 H33 N O","Others","Full match","No results","Full match",0.3,279.256297142857,283.403854285714,20.1014285714286,5923851.98666344,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",49,"sc_016",4301539.36520777
"78","(4E)-2-Amino-1,4-octadecadien-3-one","C18 H33 N O","Others","Full match","No results","Full match",0.3,279.256297142857,283.403854285714,20.1014285714286,5923851.98666344,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",49,"sc_017",6834973.21572026
"79","(4E)-2-Amino-1,4-octadecadien-3-one","C18 H33 N O","Others","Full match","No results","Full match",0.3,279.256297142857,283.403854285714,20.1014285714286,5923851.98666344,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",49,"sc_018",2532137.95287243
"80","(4E)-2-Amino-1,4-octadecadien-3-one","C18 H33 N O","Others","Full match","No results","Full match",0.3,279.256297142857,283.403854285714,20.1014285714286,5923851.98666344,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",49,"sc_020",3346829.94761314
"81","(4E)-2-Amino-1,4-octadecadien-3-one","C18 H33 N O","Others","Full match","No results","Full match",0.3,279.256297142857,283.403854285714,20.1014285714286,5923851.98666344,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",49,"sc_023",6442056.72888291
"82","(4Z)-4-{3-[4-(Diethylamino)butyl]triazanylidene}-4H-imidazole-5-carboxamide","C12 H23 N7 O","Others","Not the top hit","No results","Full match",1.285,281.19677,282.20405,17.7345,16456310.1425692,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",7,"sc_001",22753464.1980578
"83","(4Z)-4-{3-[4-(Diethylamino)butyl]triazanylidene}-4H-imidazole-5-carboxamide","C12 H23 N7 O","Others","Not the top hit","No results","Full match",1.285,281.19677,282.20405,17.7345,16456310.1425692,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",7,"sc_004",2912750.09841082
"84","(4Z)-4-{3-[4-(Diethylamino)butyl]triazanylidene}-4H-imidazole-5-carboxamide","C12 H23 N7 O","Others","Not the top hit","No results","Full match",1.285,281.19677,282.20405,17.7345,16456310.1425692,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",7,"sc_005",27192986.2072847
"85","(4Z)-4-{3-[4-(Diethylamino)butyl]triazanylidene}-4H-imidazole-5-carboxamide","C12 H23 N7 O","Others","Not the top hit","No results","Full match",1.285,281.19677,282.20405,17.7345,16456310.1425692,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",7,"sc_009",495794.620616782
"86","(4Z)-4-{3-[4-(Diethylamino)butyl]triazanylidene}-4H-imidazole-5-carboxamide","C12 H23 N7 O","Others","Not the top hit","No results","Full match",1.285,281.19677,282.20405,17.7345,16456310.1425692,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",7,"sc_015",1088027.24362334
"87","(4Z)-4-{3-[4-(Diethylamino)butyl]triazanylidene}-4H-imidazole-5-carboxamide","C12 H23 N7 O","Others","Not the top hit","No results","Full match",1.285,281.19677,282.20405,17.7345,16456310.1425692,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",7,"sc_016",2764721.39838734
"88","(5ξ)-12,13-Dihydroxypodocarpa-8,11,13-trien-7-one","C17 H22 O3","Others","Full match","Not the top hit","No results",0.28,274.1569725,275.1642925,17.75875,8896945.7609563,34,82.95,9.15,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_007",2400902.57745342
"89","(5ξ)-12,13-Dihydroxypodocarpa-8,11,13-trien-7-one","C17 H22 O3","Others","Full match","Not the top hit","No results",0.28,274.1569725,275.1642925,17.75875,8896945.7609563,34,82.95,9.15,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_008",3891808.24079774
"90","(5ξ)-12,13-Dihydroxypodocarpa-8,11,13-trien-7-one","C17 H22 O3","Others","Full match","Not the top hit","No results",0.28,274.1569725,275.1642925,17.75875,8896945.7609563,34,82.95,9.15,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_016",456097.093999545
"91","(8alpha,10xi)-6-Methyl-8-(2H-tetrazol-2-ylmethyl)ergoline","C17 H20 N6","Others","Not the top hit","Invalid mass","Full match",1.83,308.17551,309.18276,19.373,493303.079940708,6,96.9,9.8,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for other ion","[M+H]+1",1,"sc_007",418839.329961321
"92","(9Z)-1-Methoxy-1-oxo-9-octadecene-2-sulfonic acid","C19 H36 O5 S","Others","No match","Invalid mass","Full match",3.99,376.22984,377.23712,22.122,432154.181123301,7,83.7,9.2,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",1,"sc_001",161599.475758976
"93","1,1'-(1,2-Cyclohexanediyldiimino)bis(2-methyl-2-propanethiol)","C14 H30 N2 S2","Others","No match","Invalid mass","Full match",3.11,290.185943333333,291.193223333333,19.4823333333333,1032233.76623866,7,54.7666666666667,38.0333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_008",543703.416743184
"94","1,1'-(1,2-Cyclohexanediyldiimino)bis(2-methyl-2-propanethiol)","C14 H30 N2 S2","Others","No match","Invalid mass","Full match",3.11,290.185943333333,291.193223333333,19.4823333333333,1032233.76623866,7,54.7666666666667,38.0333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_013",802487.117234302
"95","1,1'-(1,2-Cyclohexanediyldiimino)bis(2-methyl-2-propanethiol)","C14 H30 N2 S2","Others","No match","Invalid mass","Full match",3.11,290.185943333333,291.193223333333,19.4823333333333,1032233.76623866,7,54.7666666666667,38.0333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_016",864084.763587859
"96","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_001",771080.081646218
"97","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_002",709481.472343531
"98","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_003",1309251.72025316
"99","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_004",1743154.46300428
"100","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_005",826352.32767713
"101","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_008",362881.743986238
"102","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_009",1170164.4076919
"103","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_010",1166906.65940499
"104","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_011",2183461.51520968
"105","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_012",16631758.207659
"106","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_013",908138.359705475
"107","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_014",1435589.7311829
"108","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_015",2080785.02450739
"109","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_016",868153.430211431
"110","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_017",1683349.71573191
"111","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_018",3094166.52488083
"112","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_020",1791205.28708681
"113","1,1'-(1,8-Octanediyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","C14 H24 N6 O2","Others","Not the top hit","Invalid mass","Full match",1.716,308.196604,309.203882,19.6314,5345972.50615615,31,93.56,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",28,"sc_023",1204164.12750656
"114","1,10-Phenanthroline","C12 H8 N2","Industrial/Intermediate","Full match","Invalid mass","Full match",0.34,180.06881,181.07609,9.533,1558941.89919717,4,95.4,9.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_005",143762.469889334
"115","1,10-Phenanthroline","C12 H8 N2","Industrial/Intermediate","Full match","Invalid mass","Full match",0.34,180.06881,181.07609,9.533,1558941.89919717,4,95.4,9.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_009",654966.28707674
"116","1,10-Phenanthroline","C12 H8 N2","Industrial/Intermediate","Full match","Invalid mass","Full match",0.34,180.06881,181.07609,9.533,1558941.89919717,4,95.4,9.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_013",146142.733758435
"117","1,10-Phenanthroline","C12 H8 N2","Industrial/Intermediate","Full match","Invalid mass","Full match",0.34,180.06881,181.07609,9.533,1558941.89919717,4,95.4,9.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_014",1487688.04213576
