"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","sc_001","sc_002","sc_003","sc_004","sc_005","sc_007","sc_008","sc_009","sc_010","sc_011","sc_012","sc_013","sc_014","sc_015","sc_016","sc_017","sc_018","sc_020","sc_023","count_2"
"56","1-Ethyl-3-[(1S,2S,3S,4R,5R)-3-hydroxy-4-(4-phenyl-1-piperazinyl)-6,8-dioxabicyclo[3.2.1]oct-2-yl]urea","C19 H28 N4 O4","Others","Full match","Not the top hit","No results",4.16,376.21262,377.2199,18.78,4151589.00166874,13,97.9,9.9,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,385397.415701177,NA,NA,NA,NA,NA,1331733.77799705,631440.752600769,1008373.4830711,NA,NA,NA,NA,NA,NA,2726052.85923729,5
"57","1-Ethyl-6,7-dimethoxyisoquinolin-3-ol","C13 H15 N O3","Others","Full match","Not the top hit","No results",0.515,233.105315,234.11259,12.4995,2840454.84991617,9,75.75,8.8,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,1011221.72310863,NA,NA,NA,NA,NA,2873365.52050577,NA,NA,NA,1180772.91298798,NA,NA,NA,NA,NA,NA,NA,3
"58","1-Heptene-4,6-diyn-3-ol","C7 H6 O","Others","Full match","No results","Full match",1.66,106.04204,107.04932,20.065,2628333.84762203,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Multiple matches found","DDA for preferred ion","[M+H]+1",495002.46412234,493847.334253907,628141.419394652,381781.934981043,1034008.62346722,1718859.48441918,574678.782041061,NA,381835.479247884,442282.401577811,448806.903332017,NA,1436301.70984291,748460.629910445,403423.193261779,419773.922044293,2136323.21030612,1038695.26985562,852930.116206598,25
"59","1-Hydroxybenzotriazol","C6 H5 N3 O","Others","Full match","Full match","No results",1.14,135.04342,136.05063,2.903,378534.259959193,2,95.6,75.4,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363471.380876124,NA,213128.707615758,NA,NA,NA,282165.075938503,235199.965329645,4
"60","1-Methoxymethyl-1H-benzotriazole","C8 H9 N3 O","Others","Full match","Full match","No results",0.22,163.0746,164.08187,7.865,269103.648348821,1,48.8,44.2,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237233.353661483,NA,NA,NA,NA,NA,NA,NA,1
"61","1-Methyl-3-(trifluoroacetyl)-2-piperidinone","C8 H10 F3 N O2","Others","Not the top hit","Invalid mass","Full match",-0.08,209.06635,210.07362,6.754,262053.105720834,3,87.7,9.4,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,245298.326380616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"62","1-Methyladenine","C6 H7 N5","Natural products","Full match","Full match","Full match",0.9525,149.07029,150.07751,6.14,3714725.46597632,19,80.8,34.2,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,114757.028168812,NA,NA,173227.260215078,975077.191307846,515294.380713877,NA,NA,NA,1453900.94324277,709189.335935991,NA,NA,NA,NA,NA,NA,8
"63","1-Methylamino-1-(3,4-Methylenedioxyphenyl)Propane","C11 H15 N O2","Psychoactives","Full match","Not the top hit","Full match",0.23,193.110322222222,194.1176,8.69622222222222,12266195.3321649,84,82.0333333333333,55.8777777777778,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,343971.699049231,4203780.39586884,NA,NA,NA,1526328.69756227,4476499.4895848,986480.513861392,NA,NA,NA,14777195.0974129,3444069.82814581,NA,NA,513654.624737737,1599873.27523104,3977576.6410621,18
"64","1-Methylcytosine","C5 H7 N3 O","Pharmaceuticals","Full match","Partial match","Full match",1.04,125.05904,126.06632,5.521,3390293.94349477,1,90.6,9.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,2912094.50536411,NA,NA,1685352.5329479,NA,NA,NA,NA,NA,NA,NA,1027305.17303531,1131386.9687172,NA,NA,3327295.31214432,NA,5
"65","1-Naphthol","C10 H8 O","Industrial/Intermediate","Full match","Full match","No results",0.54,144.05759,145.06487,18.99,1097162.63491449,1,76.5,56.9,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1040305.94355802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"66","1-Phenylacetone","C9 H10 O","Pharmaceuticals","No results","Invalid mass","Full match",-0.715,134.0730675,139.3371675,13.087,2581387.86186207,23,85.4,66.975,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for other ion","[M+NH4]+1",NA,NA,NA,NA,239598.772871764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384977.74529255,NA,4
"67","1-Phenylhexahydropyridazine-3,6-dione","C10 H10 N2 O2","Others","Full match","Full match","No results",0.208,190.074268,191.081548,8.5758,1093472.37415658,14,66.72,67.26,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1315637.70253345,NA,255136.003491252,928642.303632927,555375.178621497,833785.413737836,NA,NA,NA,NA,561096.285507795,1121179.6281526,535993.198087553,NA,NA,651227.923772969,1443292.53291537,16
"68","1-[(2,2-dimethyl-3,4-dihydro-2H-chromen-6-yl)methyl]-4-(2-methoxyphenyl)piperidine","C24 H31 N O2","Others","Full match","Full match","No results",0.17,365.23554,366.24282,22.223,116173.697432131,3,62.7,8.1,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,113624.010749227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"69","1-[2-(1H-imidazol-5-yl)ethyl]pyrrolidine-2,5-dione","C9 H11 N3 O2","Others","Full match","Not the top hit","No results",0.32,193.08519,194.092455,7.387,715142.286366289,10,76.8,8.85,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,613023.902992838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466220.677942379,NA,3
"70","1-[3-Hydroxy-2-(2-hydroxy-2-propanyl)-2,3-dihydro-1-benzofuran-5-yl]ethanone","C13 H16 O4","Others","Full match","Not the top hit","No results",0.46,236.10497,237.11224,17.945,5813463.98777573,5,58.5,42.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5448716.36339467,NA,NA,1
"71","1-anthrylamine","C14 H11 N","Pharmaceuticals","Full match","Partial match","Full match",0.18,193.08918,194.09646,14.9905,1709266.43158425,10,96.5,9.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1503644.0429521,NA,NA,1052194.12885404,1641610.99487412,NA,NA,NA,NA,NA,712911.930470055,1086108.81722378,413686.286289562,NA,NA,NA,1165857.70032276,9
"72","1-oleoylglycerol","C21 H40 O4","Pharmaceuticals","Full match","Invalid mass","Full match",-0.14,356.29261,357.29999,23.022,772118.940233258,1,94.1,9.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,672548.390609417,56789.3166513211,66893.8626580746,NA,65056.675186527,NA,99243.1895170136,NA,57903.4581479915,NA,NA,NA,NA,45477.8095753004,NA,NA,NA,7
"73","1-pentylindole","C13 H17 N","Pharmaceuticals","Full match","Partial match","Full match",0.33,187.13616,188.14344,11.3755,3010726.73193772,6,40.75,24.55,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,219111.981822225,NA,NA,NA,NA,NA,564044.2465514,370952.717393162,NA,NA,NA,NA,NA,3
"74","1-{4-[(3S)-3-(1-Methyl-1H-benzimidazol-2-yl)-1-pyrrolidinyl]-1-piperidinyl}ethanone","C19 H26 N4 O","Others","Full match","Not the top hit","No results",-2.63,326.2098,327.21708,22.939,1665114.90278562,8,97.3,9.9,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589594.9714876,NA,NA,NA,NA,NA,NA,1
"75","10-Hydroxycarbazepine","C15 H14 N2 O2","Pharmaceuticals","Not the top hit","Invalid mass","Full match",1.89,254.106008333333,258.776903333333,12.3626666666667,2462007.50481669,21,51.4833333333333,36.7333333333333,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",NA,NA,1942561.50908253,NA,NA,2323261.55184049,517029.826753432,NA,NA,NA,84246.3580846655,NA,NA,NA,NA,NA,NA,1335495.59827578,2980408.78800438,11
"76","10b-methyl-1,5,6,10b-tetrahydroimidazo[2,1-a]isoquinolin-2(3H)-one","C12 H14 N2 O","Others","Full match","Full match","No results",-0.01,202.11061,203.117886666667,15.01,2195012.50626023,6,60.2,65.0666666666667,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,113772.78400003,NA,903215.664513821,NA,NA,NA,NA,NA,3202247.85682504,2866291.77306124,784541.567992337,NA,NA,797966.76382305,1888886.7283324,12
"77","11-(Hexylsulfanyl)-1-undecanethiol","C17 H36 S2","Others","Full match","No results","Full match",-1.49,304.22539,337.25888,23.708,570704.157833856,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for other ion","[M+H+MeOH]+1",232764.351367087,NA,402381.740310317,NA,218342.177431071,468281.771333858,238571.968309882,214969.137494498,296209.628040998,NA,193347.568478926,NA,546997.686311231,NA,225092.067571183,NA,197435.408541221,NA,NA,11
"78","11-Hydroxy-Delta-9-THC","C21 H30 O3","Psychoactives","Full match","Partial match","Full match",-0.15,330.21944,331.22669,20.7,3916450.81605734,10,88.2,9.4,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,2425399.53535143,NA,NA,NA,726603.355095392,NA,NA,NA,NA,NA,NA,NA,860599.651052886,NA,NA,NA,NA,3
"79","12-Aminododecanoic acid","C12 H25 N O2","Natural products","Full match","Full match","No results",0.41,215.188615,216.195905,13.8885,377010.679601962,2,62.8,65.85,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,449247.355524658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274867.070185786,2
"80","12-Hydroxy-3-oxo-N-[(3S)-2-oxotetrahydro-3-furanyl]dodecanamide","C16 H27 N O5","Others","Not the top hit","Invalid mass","Full match",0.54,313.18909,314.19637,8.108,275500.124292743,5,78.6,59.9,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53307.464422077,NA,NA,NA,NA,NA,NA,1
"81","13(S)-HOTrE","C18 H30 O3","Others","Full match","Not the top hit","No results",0.22,294.21956,295.22684,18.18,976044.047240264,4,54.9,63.5,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,160951.726469763,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"82","15-Ethyl-3,6,9,12-tetraoxa-15-azaheptadec-1-yl 4-aminobenzoate","C21 H36 N2 O6","Others","Not the top hit","Invalid mass","Full match",4.36,412.25913,413.26641,2.515,3395295.27557395,3,30.9,6.5,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",139422.478152999,NA,NA,541327.615990772,398474.266309357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"83","15-OxoEDE","C20 H34 O3","Others","Full match","Not the top hit","No results",-0.76,322.25055,323.25783,21.818,892213.511987829,2,49.3,44.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709870.415276026,NA,NA,NA,NA,NA,NA,NA,1
"84","19(R)-HETE","C20 H32 O3","Pharmaceuticals","Full match","Not the top hit","No results",0.2,320.23521,321.24242,22.581,1345690.07540522,13,88.7,9.4,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,977066.563751693,1315189.1054947,NA,NA,NA,NA,1060478.24136383,NA,NA,NA,441884.62960485,NA,NA,254243.369627571,NA,NA,NA,NA,5
"85","2',3'-Dideoxyinosine","C10 H12 N4 O3","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-1.72,236.090535,237.0978,12.6345,168697.092722188,20,86.25,53.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,109153.816634901,39271.5141003342,NA,NA,157545.020969992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"86","2',5'-Dideoxyuridine","C9 H12 N2 O4","Pharmaceuticals","Full match","Invalid mass","Full match",0.32,212.079775,213.087005,5.9685,1264924.14260645,6,79.05,8.95,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1962075.90704269,NA,38012.0876409034,211128.711252992,NA,NA,NA,NA,NA,NA,NA,424701.810265183,72156.0342604018,NA,NA,715041.674763317,NA,6
"87","2, 5-Dimethoxyamphetamine","C11 H17 N O2","Psychoactives","Full match","No results","Full match",0.166,195.125961,196.133236,11.0676,3858580.21100333,2,37.2,42.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1502256.57666372,NA,NA,NA,NA,3304050.37462761,NA,NA,NA,NA,2792578.80752937,3623078.56565104,978665.763321551,NA,NA,NA,1419377.44528118,16
"88","2,2'-(Phenylphosphoryl)bis(1,1,1-trimethylhydrazinium)","C12 H25 N4 O P","Others","Not the top hit","Invalid mass","Full match",-4.585,272.17535,273.182625,19.6125,13566554.5022314,8,92.3,9.6,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",27498.321794767,NA,NA,NA,NA,NA,NA,NA,436667.765537886,207832.704615681,NA,284035.460185013,4547301.80660009,4381820.09100419,441324.380579109,NA,77685.7676445721,NA,2773505.48021766,9
"89","2,2'-[(4-{[2-(Diethylamino)ethyl]amino}-3-nitrophenyl)imino]diethanol","C16 H28 N4 O4","Others","Not the top hit","Not the top hit","Full match",-2.07,340.21035,346.712555,13.51575,842671.411906987,13,92.9666666666667,9.63333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",340990.497658661,78954.6786797053,1106562.39760983,NA,222607.547898466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226762.978542401,68710.8965138956,NA,9
"90","2,2,2-Trifluoro-1-(3,4,5-trimethoxyphenyl)ethanone","C11 H11 F3 O4","Others","Not the top hit","Invalid mass","Full match",0.586666666666667,264.061096666667,265.068376666667,7.033,506692.833039102,21,84.1666666666667,67.5,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490367.375950472,NA,NA,NA,NA,NA,NA,NA,3
"91","2,2,2-Trifluoro-N-(5-hexen-1-yl)-N-methylacetamide","C9 H14 F3 N O","Others","Not the top hit","Invalid mass","Full match",0.17,209.102786666667,210.110053333333,13.9383333333333,1397942.47605262,9,75.4,25.9,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",562419.23900594,333473.136353047,NA,233094.281265435,1753066.14837079,NA,NA,NA,NA,203693.349808982,160477.616804373,NA,NA,509555.364555359,276045.874751781,126749.868062541,488820.459046642,NA,NA,16
"92","2,2,3-Trihydroxyoctadecanoic acid","C18 H36 O5","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.09,332.2563,333.26368,21.881,73649.2826339776,4,73.2,8.7,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for other ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,65604.5748404241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"93","2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","C9 H16 N2 O","Others","Full match","Full match","No results",0.11,168.12628,169.13356,7.512,554921.719140033,1,43.6,60.2,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",153065.178687974,202425.303968129,NA,210471.506888588,NA,525947.231872924,191049.113000095,NA,325946.11567842,NA,160628.907358884,522413.326681867,497878.716445739,NA,177162.181084469,121375.989284161,420979.621202135,453121.414916968,218893.447124192,14
